,IT0001233417,IT0005599938,IT0005211237,IT0005610958,FR0010451203,FR0010313833,FR0013176526,FR0000051732,FR0010386334,FR0014008VX5,FR00140006O9,DE000KSAG888,DE000A1DAHH0,DE0006047004,DE0006202005,DE0006095003,DE000A161408,DE000A0TGJ55,DE0005470405,DE000A1PHFF7,DE0005194062,DE000A0WMPJ6,DE0006969603,Total
2024-01-20,0.0,0.0,0.0,0.0,1.33,0.0,0.0,2.77,1.41,0.0,0.0,0.44,0.51,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05
2024-01-19,0.0,0.0,0.0,0.0,1.33,0.0,0.0,2.77,1.41,0.0,0.0,0.44,0.51,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05
2024-01-18,0.0,0.0,0.0,0.0,1.33,0.0,0.0,2.65,1.41,0.0,0.0,0.56,0.51,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.049999999999999
2024-01-17,0.0,0.0,0.0,0.0,1.61,0.0,0.0,2.08,1.41,0.0,0.0,0.56,0.51,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76
2024-01-16,0.0,0.0,0.0,0.0,1.56,0.0,0.0,1.81,1.41,0.0,0.0,0.56,0.51,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.449999999999999
2024-01-15,0.0,0.0,0.0,0.0,1.56,0.0,0.0,1.58,1.41,0.0,0.0,0.56,0.51,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.219999999999999
2024-01-14,0.0,0.0,0.0,0.0,1.56,0.0,0.0,1.43,1.41,0.0,0.0,0.56,0.51,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.07
2024-01-13,0.0,0.0,0.0,0.0,1.56,0.0,0.0,1.43,1.41,0.0,0.0,0.56,0.51,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.07
2024-01-12,0.0,0.0,0.0,0.0,1.56,0.0,0.0,1.43,1.41,0.0,0.0,0.56,0.51,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.07
2024-01-11,0.0,0.0,0.0,0.0,1.56,0.0,0.0,1.27,1.41,0.0,0.0,0.56,0.51,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91
2024-01-10,0.0,0.0,0.0,0.0,1.56,0.0,0.0,1.27,1.41,0.0,0.0,0.56,0.51,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91
2024-01-09,0.0,0.0,0.0,0.0,1.56,0.0,0.0,1.27,1.41,0.0,0.0,0.56,0.59,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99
2024-01-08,0.0,0.0,0.0,0.0,1.56,0.0,0.0,1.27,1.41,0.0,0.0,0.69,0.59,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.119999999999999
2024-01-07,0.0,0.0,0.0,0.0,1.56,0.0,0.0,1.27,1.41,0.0,0.0,0.69,0.59,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.109999999999999
2024-01-06,0.0,0.0,0.0,0.0,1.56,0.0,0.0,1.27,1.41,0.0,0.0,0.69,0.59,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.109999999999999
2024-01-05,0.0,0.0,0.0,0.0,1.56,0.0,0.0,1.27,1.41,0.0,0.0,0.69,0.59,0.0,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.619999999999999
2024-01-04,0.0,0.0,0.0,0.0,1.6,0.0,0.0,1.27,1.41,0.0,0.0,0.79,0.59,0.0,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76
2024-01-03,0.0,0.0,0.0,0.0,1.6,0.0,0.0,1.27,1.41,0.0,0.0,0.79,0.59,0.0,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76
2024-01-02,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.96,1.41,0.0,0.0,0.91,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.659999999999999
2024-01-01,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.96,1.41,0.0,0.0,1.03,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.779999999999999
2023-12-31,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.96,1.41,0.0,0.0,1.03,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.779999999999999
2023-12-30,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.96,1.41,0.0,0.0,1.03,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.779999999999999
2023-12-29,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.96,1.41,0.0,0.0,1.03,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.779999999999999
2023-12-28,0.0,0.0,0.0,0.0,1.6,0.0,0.0,1.09,1.41,0.0,0.0,1.03,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.91
2023-12-27,0.0,0.0,0.0,0.0,1.57,0.0,0.0,1.09,1.41,0.0,0.0,1.03,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88
2023-12-26,0.0,0.0,0.0,0.0,1.57,0.0,0.0,1.09,1.41,0.0,0.0,1.03,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88
2023-12-25,0.0,0.0,0.0,0.0,1.57,0.0,0.0,1.09,1.41,0.0,0.0,1.03,0.48,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77
2023-12-24,0.0,0.0,0.0,0.0,1.57,0.0,0.0,1.09,1.41,0.0,0.0,1.03,0.48,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77
2023-12-23,0.0,0.0,0.0,0.0,1.57,0.0,0.0,1.09,1.41,0.0,0.0,1.03,0.48,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77
2023-12-22,0.0,0.0,0.0,0.0,1.57,0.0,0.0,1.09,1.41,0.0,0.0,1.03,0.48,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77
2023-12-21,0.0,0.0,0.0,0.0,1.57,0.0,0.0,1.09,1.41,0.0,0.0,1.03,0.48,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77
2023-12-20,0.0,0.0,0.0,0.0,1.57,0.0,0.0,1.2,1.41,0.0,0.0,1.03,0.48,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879999999999999
2023-12-19,0.0,0.0,0.0,0.0,1.57,0.0,0.0,1.4,1.41,0.0,0.0,0.95,0.48,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2023-12-18,0.0,0.0,0.0,0.0,1.57,0.0,0.0,1.4,1.36,0.0,0.0,0.95,0.48,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.949999999999999
2023-12-17,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.39,1.23,0.0,0.0,0.95,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9799999999999995
2023-12-16,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.39,1.23,0.0,0.0,0.95,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9799999999999995
2023-12-15,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.39,1.23,0.0,0.0,0.95,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9799999999999995
2023-12-14,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.79,1.23,0.0,0.0,0.95,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38
2023-12-13,0.0,0.0,0.0,0.0,1.7,0.0,0.0,1.79,1.1,0.0,0.0,1.09,0.6,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.469999999999999
2023-12-12,0.0,0.0,0.0,0.0,1.67,0.0,0.0,1.79,1.1,0.0,0.0,1.09,0.6,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4399999999999995
2023-12-11,0.0,0.0,0.0,0.0,1.67,0.0,0.0,1.79,1.1,0.0,0.0,1.18,0.6,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.529999999999999
2023-12-10,0.0,0.0,0.0,0.0,1.67,0.0,0.0,1.88,1.1,0.0,0.0,1.18,0.6,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.619999999999999
2023-12-09,0.0,0.0,0.0,0.0,1.67,0.0,0.0,1.88,1.1,0.0,0.0,1.18,0.6,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.619999999999999
2023-12-08,0.0,0.0,0.0,0.0,1.67,0.0,0.0,1.88,1.1,0.0,0.0,1.18,0.6,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.619999999999999
2023-12-07,0.0,0.0,0.0,0.0,1.67,0.0,0.0,1.88,1.08,0.0,0.0,1.18,0.6,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.599999999999999
2023-12-06,0.0,0.0,0.0,0.0,1.67,0.0,0.0,1.88,1.08,0.0,0.0,1.18,0.6,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.599999999999999
2023-12-05,0.0,0.0,0.0,0.0,1.67,0.0,0.0,1.88,1.17,0.0,0.0,1.18,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.679999999999999
2023-12-04,0.0,0.0,0.0,0.0,1.75,0.0,0.0,1.88,1.17,0.0,0.0,1.18,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.779999999999999
2023-12-03,0.0,0.0,0.0,0.0,1.75,0.0,0.0,1.88,1.17,0.0,0.0,1.2,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8
2023-12-02,0.0,0.0,0.0,0.0,1.75,0.0,0.0,1.88,1.17,0.0,0.0,1.2,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8
2023-12-01,0.0,0.0,0.0,0.0,1.75,0.0,0.0,1.88,1.17,0.0,0.0,1.2,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8
2023-11-30,0.0,0.0,0.0,0.0,1.75,0.0,0.0,1.88,1.17,0.0,0.0,1.17,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77
2023-11-29,0.0,0.0,0.0,0.0,1.81,0.0,0.0,1.88,1.17,0.0,0.0,1.17,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.829999999999999
2023-11-28,0.0,0.0,0.0,0.0,1.81,0.0,0.0,1.9,1.17,0.0,0.0,1.17,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85
2023-11-27,0.0,0.0,0.0,0.0,1.81,0.0,0.0,1.8,1.05,0.0,0.0,1.17,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63
2023-11-26,0.0,0.0,0.0,0.0,1.81,0.0,0.0,1.8,0.82,0.0,0.0,1.17,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
2023-11-25,0.0,0.0,0.0,0.0,1.81,0.0,0.0,1.8,0.82,0.0,0.0,1.17,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
2023-11-24,0.0,0.0,0.0,0.0,1.81,0.0,0.0,1.8,0.82,0.0,0.0,1.17,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
2023-11-23,0.0,0.0,0.0,0.0,1.81,0.0,0.0,1.8,0.63,0.0,0.0,1.17,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21
2023-11-22,0.0,0.0,0.0,0.0,1.81,0.0,0.0,1.8,0.63,0.0,0.0,1.29,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33
2023-11-21,0.0,0.0,0.0,0.0,1.73,0.0,0.0,1.8,0.59,0.0,0.0,1.29,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21
2023-11-20,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.8,0.0,0.0,0.0,1.29,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52
2023-11-19,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.8,0.0,0.0,0.0,1.33,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56
2023-11-18,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.8,0.0,0.0,0.0,1.33,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56
2023-11-17,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.8,0.0,0.0,0.0,1.33,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56
2023-11-16,0.0,0.0,0.0,0.0,1.55,0.0,0.0,1.8,0.0,0.0,0.0,1.33,0.61,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4799999999999995
2023-11-15,0.0,0.0,0.0,0.0,1.55,0.0,0.0,1.72,0.0,0.0,0.0,1.21,0.61,0.0,0.7,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.300000000000001
2023-11-14,0.0,0.0,0.0,0.0,1.55,0.0,0.0,1.72,0.0,0.0,0.0,1.21,0.61,0.0,0.7,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.300000000000001
2023-11-13,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.72,0.0,0.0,0.0,1.21,0.61,0.0,0.7,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38
2023-11-12,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.72,0.0,0.0,0.0,1.33,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.459999999999999
2023-11-11,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.72,0.0,0.0,0.0,1.33,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.459999999999999
2023-11-10,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.72,0.0,0.0,0.0,1.33,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.459999999999999
2023-11-09,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.72,0.0,0.0,0.0,1.33,0.59,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.459999999999999
2023-11-08,0.0,0.0,0.0,0.0,1.58,0.0,0.0,1.72,0.0,0.0,0.0,1.33,0.59,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4399999999999995
2023-11-07,0.0,0.0,0.0,0.0,1.64,0.0,0.0,1.72,0.0,0.0,0.0,1.43,0.59,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
2023-11-06,0.0,0.0,0.0,0.0,1.64,0.0,0.0,1.72,0.0,0.0,0.0,1.43,0.59,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
2023-11-05,0.0,0.0,0.0,0.0,1.64,0.0,0.0,1.72,0.0,0.0,0.0,1.71,0.59,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88
2023-11-04,0.0,0.0,0.0,0.0,1.64,0.0,0.0,1.72,0.0,0.0,0.0,1.71,0.59,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88
2023-11-03,0.0,0.0,0.0,0.0,1.64,0.0,0.0,1.72,0.0,0.0,0.0,1.71,0.59,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88
2023-11-02,0.0,0.0,0.0,0.0,1.64,0.0,0.0,1.65,0.0,0.0,0.0,1.71,0.59,0.0,0.66,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76
2023-11-01,0.0,0.0,0.0,0.0,1.73,0.0,0.0,1.52,0.0,0.0,0.0,1.71,0.59,0.0,0.66,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72
2023-10-31,0.0,0.0,0.0,0.0,1.73,0.0,0.0,1.52,0.0,0.0,0.0,1.64,0.59,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.699999999999999
2023-10-30,0.0,0.0,0.0,0.0,1.73,0.0,0.0,1.52,0.0,0.0,0.0,1.64,0.59,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.699999999999999
2023-10-29,0.0,0.0,0.0,0.0,1.73,0.0,0.0,1.41,0.0,0.0,0.0,1.75,0.59,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.699999999999999
2023-10-28,0.0,0.0,0.0,0.0,1.73,0.0,0.0,1.41,0.0,0.0,0.0,1.75,0.59,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.699999999999999
2023-10-27,0.0,0.0,0.0,0.0,1.73,0.0,0.0,1.41,0.0,0.0,0.0,1.75,0.59,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.699999999999999
2023-10-26,0.0,0.0,0.0,0.0,1.73,0.0,0.0,1.35,0.0,0.0,0.0,1.62,0.6,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52
2023-10-25,0.0,0.0,0.0,0.0,1.68,0.0,0.0,1.35,0.0,0.0,0.0,1.62,0.58,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45
2023-10-24,0.0,0.0,0.0,0.0,1.68,0.0,0.0,1.35,0.0,0.0,0.0,1.55,0.58,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38
2023-10-23,0.0,0.0,0.0,0.0,1.76,0.0,0.0,1.35,0.0,0.0,0.0,1.55,0.58,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46
2023-10-22,0.0,0.0,0.0,0.0,1.87,0.0,0.0,1.35,0.0,0.0,0.0,1.55,0.58,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57
2023-10-21,0.0,0.0,0.0,0.0,1.87,0.0,0.0,1.35,0.0,0.0,0.0,1.55,0.58,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57
2023-10-20,0.0,0.0,0.0,0.0,1.87,0.0,0.0,1.35,0.0,0.0,0.0,1.55,0.58,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57
2023-10-19,0.0,0.0,0.0,0.0,1.87,0.0,0.0,1.35,0.0,0.0,0.0,1.49,0.58,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51
2023-10-18,0.0,0.0,0.0,0.0,1.9,0.0,0.0,1.35,0.0,0.0,0.0,1.52,0.58,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.569999999999999
2023-10-17,0.0,0.0,0.0,0.0,1.9,0.0,0.0,1.35,0.0,0.0,0.0,1.52,0.58,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.569999999999999
2023-10-16,0.0,0.0,0.0,0.0,1.9,0.0,0.0,1.35,0.0,0.0,0.0,1.52,0.58,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.569999999999999
2023-10-15,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.97,0.0,0.0,0.0,1.52,0.6,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21
2023-10-14,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.97,0.0,0.0,0.0,1.52,0.6,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21
2023-10-13,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.97,0.0,0.0,0.0,1.52,0.6,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21
2023-10-12,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.97,0.0,0.0,0.0,1.52,0.52,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.999999999999999
2023-10-11,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.97,0.0,0.0,0.0,1.49,0.52,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97
2023-10-10,0.0,0.0,0.0,0.0,1.77,0.0,0.0,1.0,0.0,0.0,0.0,1.5,0.52,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.009999999999999
2023-10-09,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.97,0.0,0.0,0.0,1.45,0.52,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.930000000000001
2023-10-08,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.97,0.0,0.0,0.0,1.45,0.52,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.930000000000001
2023-10-07,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.97,0.0,0.0,0.0,1.45,0.52,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.930000000000001
2023-10-06,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.97,0.0,0.0,0.0,1.45,0.52,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.930000000000001
2023-10-05,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.97,0.0,0.0,0.0,1.35,0.52,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89
2023-10-04,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.97,0.0,0.0,0.0,1.35,0.52,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89
2023-10-03,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.97,0.0,0.0,0.0,1.35,0.52,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89
2023-10-02,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.97,0.0,0.0,0.0,1.2,0.52,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.709999999999999
2023-10-01,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.97,0.0,0.0,0.0,1.2,0.52,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66
2023-09-30,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.97,0.0,0.0,0.0,1.2,0.52,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66
2023-09-29,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.97,0.0,0.0,0.0,1.2,0.52,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66
2023-09-28,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.97,0.0,0.0,0.0,1.2,0.52,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66
2023-09-27,0.0,0.0,0.0,0.0,1.78,0.0,0.0,1.0,0.0,0.0,0.0,1.16,0.52,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.680000000000001
2023-09-26,0.0,0.0,0.0,0.0,1.78,0.0,0.0,1.0,0.0,0.0,0.0,1.16,0.52,0.0,0.71,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.680000000000001
2023-09-25,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.9,0.0,0.0,0.0,1.16,0.52,0.0,0.66,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57
2023-09-24,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.9,0.0,0.0,0.0,1.16,0.52,0.0,0.66,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57
2023-09-23,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.9,0.0,0.0,0.0,1.16,0.52,0.0,0.66,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57
2023-09-22,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.9,0.0,0.0,0.0,1.16,0.52,0.0,0.66,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57
2023-09-21,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.9,0.0,0.0,0.0,1.16,0.52,0.0,0.66,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48
2023-09-20,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.9,0.0,0.0,0.0,1.16,0.52,0.0,0.66,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48
2023-09-19,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.9,0.0,0.0,0.0,1.16,0.52,0.0,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41
2023-09-18,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.9,0.0,0.0,0.0,1.02,0.52,0.0,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2299999999999995
2023-09-17,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.9,0.0,0.0,0.0,1.02,0.52,0.0,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24
2023-09-16,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.9,0.0,0.0,0.0,1.02,0.52,0.0,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24
2023-09-15,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.9,0.0,0.0,0.0,1.02,0.52,0.0,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24
2023-09-14,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.9,0.0,0.0,0.0,1.02,0.52,0.0,0.59,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19
2023-09-13,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.9,0.0,0.0,0.0,1.02,0.52,0.0,0.62,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.140000000000001
2023-09-12,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.9,0.0,0.0,0.0,1.02,0.52,0.0,0.62,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.140000000000001
