,IT0005610958,IT0005218380,FR0000184798,FR0000051732,FR0013176526,FR0000054470,FR0010411983,DE000A0TGJ55,DE000A1PHFF7,DE000TUAG505,DE0006766504,DE000KC01000,DE000A161408,DE000KSAG888,Total
2023-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,2.78
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,2.78
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.8
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.8
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.8
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.9
2023-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,3.08
2023-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,3.08
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,3.08
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,3.08
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,3.08
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,3.08
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,3.08
2023-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,3.11
2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,3.11
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,3.11
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,3.07
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,3.07
2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,3.07
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,3.12
2023-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,3.12
2023-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,3.12
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,3.12
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,3.12
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,3.12
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,3.12
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,3.12
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,3.12
2023-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,3.12
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,3.12
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,3.12
2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,3.09
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,3.18
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,3.18
2023-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,3.04
2023-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,3.04
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,3.04
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,3.04
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,2.91
2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,2.91
2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,2.91
2023-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,2.88
2023-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,2.88
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,2.88
2023-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,2.88
2023-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,2.88
2023-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,2.77
2023-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,2.77
2023-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,2.92
2023-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,2.92
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,2.92
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,2.88
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,2.72
2023-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,2.72
2023-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,2.72
2023-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,2.68
2023-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,2.68
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,2.68
2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,2.68
2023-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,2.73
2023-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,2.73
2023-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,2.68
2023-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,2.68
2023-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,2.68
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,2.68
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,2.68
2023-08-23,0.0,0.0,0.48,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,3.16
2023-08-22,0.0,0.0,0.48,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,3.16
2023-08-21,0.0,0.0,0.48,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,3.16
2023-08-20,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,3.18
2023-08-19,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,3.18
2023-08-18,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,3.18
2023-08-17,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,2.94
2023-08-16,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,2.94
2023-08-15,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,2.82
2023-08-14,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,2.82
2023-08-13,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,2.82
2023-08-12,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,2.82
2023-08-11,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,2.82
2023-08-10,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,3.03
2023-08-09,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,3.14
2023-08-08,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,3.14
2023-08-07,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,3.01
2023-08-06,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,3.01
2023-08-05,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,3.01
2023-08-04,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,3.01
2023-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,2.51
2023-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,2.51
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,2.51
2023-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.4
2023-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.4
2023-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.4
2023-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.4
2023-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.4
2023-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5
2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,2.39
2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,2.55
2023-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,2.48
2023-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,2.48
2023-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,2.48
2023-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,2.48
2023-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,2.48
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,2.48
2023-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.41,0.0,0.0,0.0,0.0,0.0,2.89
2023-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.41,0.0,0.0,0.0,0.0,0.0,2.89
2023-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.41,0.0,0.0,0.0,0.0,0.0,2.89
2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.41,0.0,0.0,0.0,0.0,0.0,2.89
2023-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.41,0.0,0.0,0.0,0.0,0.0,2.89
2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.41,0.0,0.0,0.0,0.0,0.0,2.89
2023-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.41,0.0,0.0,0.0,0.0,0.0,2.89
2023-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.41,0.0,0.0,0.0,0.0,0.0,2.89
2023-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.41,0.0,0.0,0.0,0.0,0.0,2.89
2023-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.41,0.0,0.0,0.0,0.0,0.0,2.89
2023-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.41,0.0,0.0,0.0,0.0,0.0,2.89
2023-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.41,0.0,0.0,0.0,0.0,0.0,3.0
2023-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.41,0.0,0.0,0.0,0.0,0.0,3.0
2023-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.41,0.0,0.0,0.0,0.0,0.0,3.0
2023-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.41,0.0,0.0,0.0,0.0,0.0,3.0
2023-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.41,0.0,0.0,0.0,0.0,0.0,3.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.41,0.0,0.0,0.0,0.0,0.0,3.0
2023-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.41,0.0,0.0,0.0,0.0,0.0,3.0
2023-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.41,0.0,0.0,0.0,0.0,0.0,3.0
2023-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.41,0.0,0.0,0.0,0.0,0.0,3.0
2023-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.41,0.0,0.0,0.0,0.0,0.0,3.06
2023-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.41,0.0,0.0,0.0,0.0,0.0,3.06
2023-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.41,0.0,0.0,0.0,0.0,0.0,3.06
2023-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.41,0.0,0.0,0.0,0.0,0.0,3.06
2023-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.41,0.0,0.0,0.0,0.0,0.0,3.06
2023-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.41,0.0,0.0,0.0,0.0,0.0,3.06
2023-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.41,0.0,0.0,0.0,0.0,0.0,3.06
2023-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.41,0.0,0.0,0.0,0.0,0.0,3.06
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.41,0.0,0.0,0.0,0.0,0.0,3.06
2023-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.41,0.0,0.0,0.0,0.0,0.0,3.06
2023-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.41,0.0,0.0,0.0,0.0,0.0,3.06
2023-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.41,0.0,0.0,0.0,0.0,0.0,3.06
2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.41,0.0,0.0,0.0,0.0,0.0,3.3000000000000003
2023-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.41,0.0,0.0,0.0,0.0,0.0,3.3000000000000003
2023-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.41,0.0,0.0,0.0,0.0,0.0,3.4000000000000004
2023-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.41,0.0,0.0,0.0,0.0,0.0,3.4000000000000004
2023-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.41,0.0,0.0,0.0,0.0,0.0,3.49
2023-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.41,0.0,0.0,0.0,0.0,0.0,3.49
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.41,0.0,0.0,0.0,0.0,0.0,3.49
2023-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.41,0.0,0.0,0.0,0.0,0.0,3.49
2023-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.41,0.0,0.0,0.0,0.0,0.0,3.49
2023-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.41,0.0,0.0,0.0,0.0,0.0,3.3800000000000003
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.41,0.0,0.0,0.0,0.0,0.0,3.3800000000000003
2023-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.41,0.0,0.0,0.0,0.0,0.0,3.45
2023-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.41,0.0,0.0,0.0,0.0,0.0,3.45
2023-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.41,0.0,0.0,0.0,0.0,0.0,3.45
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.41,0.0,0.0,0.0,0.0,0.0,3.45
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.41,0.0,0.0,0.0,0.0,0.0,3.45
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.41,0.0,0.0,0.0,0.0,0.0,3.3600000000000003
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.41,0.0,0.0,0.0,0.0,0.0,3.3600000000000003
2023-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.41,0.0,0.0,0.0,0.0,0.0,3.3600000000000003
2023-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.41,0.0,0.0,0.0,0.0,0.0,3.3600000000000003
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.41,0.0,0.0,0.0,0.0,0.0,3.3600000000000003
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.41,0.0,0.0,0.0,0.0,0.0,3.3600000000000003
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.41,0.0,0.0,0.0,0.0,0.0,3.3600000000000003
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.41,0.0,0.0,0.0,0.0,0.0,3.21
2023-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.41,0.0,0.0,0.0,0.0,0.0,3.12
2023-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.41,0.0,0.0,0.0,0.0,0.0,3.0900000000000003
2023-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.41,0.0,0.0,0.0,0.0,0.0,3.0900000000000003
2023-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.41,0.0,0.0,0.0,0.0,0.0,3.0900000000000003
2023-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.41,0.0,0.0,0.0,0.0,0.0,3.1100000000000003
2023-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.41,0.0,0.0,0.0,0.0,0.0,3.08
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.41,0.0,0.0,0.0,0.0,0.0,2.96
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.41,0.0,0.0,0.0,0.0,0.0,3.02
2023-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.41,0.0,0.0,0.0,0.0,0.0,3.02
2023-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.41,0.0,0.0,0.0,0.0,0.0,3.02
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.41,0.0,0.0,0.0,0.0,0.0,3.02
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.41,0.0,0.0,0.0,0.0,0.0,3.02
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.41,0.0,0.0,0.0,0.0,0.0,3.02
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.41,0.0,0.0,0.0,0.0,0.0,3.02
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.41,0.0,0.0,0.0,0.0,0.0,2.83
2023-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.41,0.0,0.0,0.0,0.0,0.0,2.83
2023-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.41,0.0,0.0,0.0,0.0,0.0,2.83
2023-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.41,0.0,0.0,0.0,0.0,0.0,2.83
2023-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.41,0.0,0.0,0.0,0.0,0.0,2.83
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.41,0.0,0.0,0.0,0.0,0.0,2.83
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.41,0.0,0.0,0.0,0.0,0.0,2.83
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.41,0.0,0.0,0.0,0.0,0.0,2.6300000000000003
2023-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.41,0.0,0.0,0.0,0.0,0.0,2.6300000000000003
