,-077-,5493002N1IVX6KHGYO08,213800B4PLJI84A5MF35,54930030NRYV5EVS2N02,51N7JKSPTG5EBVF38I88,ZKNTRMKPV369G3GYL686,-096-,549300I3U59T2U620T86,549300X6BK8XW1RP4G25,5493007EH2ZGRVN96H04,549300EJ1ZB4YYIOMD56,549300LPS48DJ96NXT15,6BS8JLEICI3VGJ264L55,LO3UDTZUG0RICVPFGQ53,549300DCU7KOL83B3B08,549300ARVD4LVNCUBN81,549300KKLDTNOIW0NU52,549300C4RWHVOOSD9T96,0M6M8M9HXLW8D3AU0N32,TNWE6LERP1CI9IDAZB80,549300RK1FB0VMTPD087,549300LVXYIVJKE13M84,Total,Market_capitalization
2024-04-25,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-04-24,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-04-23,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3350000000.0
2024-04-22,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3350000000.0
2024-04-21,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3350000000.0
2024-04-20,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3350000000.0
2024-04-19,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3350000000.0
2024-04-18,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3350000000.0
2024-04-17,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3350000000.0
2024-04-16,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3350000000.0
2024-04-15,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7399999999999998,3350000000.0
2024-04-14,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8199999999999998,3350000000.0
2024-04-13,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8199999999999998,3350000000.0
2024-04-12,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8199999999999998,3350000000.0
2024-04-11,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8199999999999998,3350000000.0
2024-04-10,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,3350000000.0
2024-04-09,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,3350000000.0
2024-04-08,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,3350000000.0
2024-04-07,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,3350000000.0
2024-04-06,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,3350000000.0
2024-04-05,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,3350000000.0
2024-04-04,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.62,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,3350000000.0
2024-04-03,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.55,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3899999999999997,3350000000.0
2024-04-02,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.55,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3899999999999997,3350000000.0
2024-04-01,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.55,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,3350000000.0
2024-03-31,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.55,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,3870000000.0
2024-03-30,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.55,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,3870000000.0
2024-03-29,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.55,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,3870000000.0
2024-03-28,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.55,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,3870000000.0
2024-03-27,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.55,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,3870000000.0
2024-03-26,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.55,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,3870000000.0
2024-03-25,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.47,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,3870000000.0
2024-03-24,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.47,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,3870000000.0
2024-03-23,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.47,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,3870000000.0
2024-03-22,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.47,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,3870000000.0
2024-03-21,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.47,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,3870000000.0
2024-03-20,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.47,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,3870000000.0
2024-03-19,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.47,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,3870000000.0
2024-03-18,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3870000000.0
2024-03-17,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-03-16,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-03-15,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-03-14,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-03-13,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-03-12,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-03-11,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-03-10,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-03-09,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-03-08,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-03-07,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-03-06,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-03-05,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-03-04,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,3870000000.0
2024-03-03,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,3870000000.0
2024-03-02,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,3870000000.0
2024-03-01,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,3870000000.0
2024-02-29,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,3870000000.0
2024-02-28,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,3870000000.0
2024-02-27,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,3870000000.0
2024-02-26,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,3870000000.0
2024-02-25,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,3870000000.0
2024-02-24,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,3870000000.0
2024-02-23,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,3870000000.0
2024-02-22,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,3870000000.0
2024-02-21,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,3870000000.0
2024-02-20,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-02-19,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3870000000.0
2024-02-18,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-02-17,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-02-16,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-02-15,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5300000000000002,3870000000.0
2024-02-14,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5300000000000002,3870000000.0
2024-02-13,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5300000000000002,3870000000.0
2024-02-12,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5300000000000002,3870000000.0
2024-02-11,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-02-10,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-02-09,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-02-08,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-02-07,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-02-06,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-02-05,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-02-04,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-02-03,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-02-02,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-02-01,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-01-31,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-01-30,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-01-29,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-01-28,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-01-27,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-01-26,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-01-25,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-01-24,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3870000000.0
2024-01-23,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,3870000000.0
2024-01-22,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,3870000000.0
2024-01-21,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,3870000000.0
2024-01-20,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,3870000000.0
2024-01-19,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,3870000000.0
2024-01-18,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,3870000000.0
2024-01-17,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,3870000000.0
2024-01-16,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,3870000000.0
2024-01-15,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-01-14,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-01-13,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-01-12,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-01-11,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-01-10,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3870000000.0
2024-01-09,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3870000000.0
2024-01-08,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3870000000.0
2024-01-07,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3870000000.0
2024-01-06,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3870000000.0
2024-01-05,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3870000000.0
2024-01-04,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3870000000.0
2024-01-03,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3870000000.0
2024-01-02,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3870000000.0
2024-01-01,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3870000000.0
2023-12-31,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3580000000.0
2023-12-30,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3580000000.0
2023-12-29,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3580000000.0
2023-12-28,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3580000000.0
2023-12-27,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3580000000.0
2023-12-26,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3580000000.0
2023-12-25,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3580000000.0
2023-12-24,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3580000000.0
2023-12-23,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3580000000.0
2023-12-22,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3580000000.0
2023-12-21,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.47,0.49,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,3580000000.0
