,549300SHI4D0QGWI8X45,549300DCU7KOL83B3B08,549300ARVD4LVNCUBN81,549300LPS48DJ96NXT15,6BS8JLEICI3VGJ264L55,54930030NRYV5EVS2N02,549300GC5MDF1KXYMP06,TNWE6LERP1CI9IDAZB80,Total,Market_capitalization
2025-05-08,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.69,3.83,6020000000.0
2025-05-07,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.69,3.83,6020000000.0
2025-05-06,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.69,3.83,6020000000.0
2025-05-05,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.79,3.93,6020000000.0
2025-05-04,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.79,3.93,6020000000.0
2025-05-03,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.79,3.93,6020000000.0
2025-05-02,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.79,3.93,6020000000.0
2025-05-01,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.79,3.93,6020000000.0
2025-04-30,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.79,3.93,6020000000.0
2025-04-29,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.79,3.93,6020000000.0
2025-04-28,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.79,3.93,6020000000.0
2025-04-27,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.79,3.93,6020000000.0
2025-04-26,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.79,3.93,6020000000.0
2025-04-25,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.79,3.93,6020000000.0
2025-04-24,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.79,3.8,6020000000.0
2025-04-23,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.8,3.8099999999999996,6020000000.0
2025-04-22,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.8,3.8099999999999996,6020000000.0
2025-04-21,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.8,3.8099999999999996,6020000000.0
2025-04-20,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.8,3.8099999999999996,6020000000.0
2025-04-19,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.8,3.8099999999999996,6020000000.0
2025-04-18,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.8,3.8099999999999996,6020000000.0
2025-04-17,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.8,3.8099999999999996,6020000000.0
2025-04-16,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.79,3.8,6020000000.0
2025-04-15,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.82,3.8299999999999996,6020000000.0
2025-04-14,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.82,3.81,6020000000.0
2025-04-13,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.82,3.81,6020000000.0
2025-04-12,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.82,3.81,6020000000.0
2025-04-11,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.82,3.81,6020000000.0
2025-04-10,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.82,3.86,6020000000.0
2025-04-09,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.82,3.75,6020000000.0
2025-04-08,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.82,3.75,6020000000.0
2025-04-07,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.82,3.75,6020000000.0
2025-04-06,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.92,3.85,6020000000.0
2025-04-05,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.92,3.85,6020000000.0
2025-04-04,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.92,3.85,6020000000.0
2025-04-03,0.0,0.0,0.0,0.0,2.93,0.0,0.0,1.03,3.96,6020000000.0
2025-04-02,0.0,0.0,0.0,0.0,2.93,0.0,0.0,1.03,3.96,6020000000.0
2025-04-01,0.0,0.0,0.0,0.0,2.93,0.0,0.0,1.03,3.96,6020000000.0
2025-03-31,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.99,3.8,6020000000.0
2025-03-30,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.99,3.8,6020000000.0
2025-03-29,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.99,3.8,6020000000.0
2025-03-28,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.99,3.8,6020000000.0
2025-03-27,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.99,3.8,6020000000.0
2025-03-26,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.99,3.76,6020000000.0
2025-03-25,0.0,0.0,0.0,0.0,2.61,0.0,0.0,0.99,3.5999999999999996,6020000000.0
2025-03-24,0.0,0.0,0.0,0.0,2.61,0.0,0.0,1.0,3.61,6020000000.0
2025-03-23,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0,3.5,6020000000.0
2025-03-22,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0,3.5,6020000000.0
2025-03-21,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0,3.5,6020000000.0
2025-03-20,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0,3.5,6020000000.0
2025-03-19,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0,3.5,6020000000.0
2025-03-18,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.91,3.33,6020000000.0
2025-03-17,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.91,3.21,6020000000.0
2025-03-16,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.91,3.1500000000000004,6020000000.0
2025-03-15,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.91,3.1500000000000004,6020000000.0
2025-03-14,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.91,3.1500000000000004,6020000000.0
2025-03-13,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.91,2.92,6020000000.0
2025-03-12,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.91,2.92,6020000000.0
2025-03-11,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.91,2.84,6020000000.0
2025-03-10,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.91,2.84,6020000000.0
2025-03-09,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.91,2.77,6020000000.0
2025-03-08,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.91,2.77,6020000000.0
2025-03-07,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.91,2.77,6020000000.0
2025-03-06,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.91,2.62,6020000000.0
2025-03-05,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.8,2.51,6020000000.0
2025-03-04,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.66,2.2600000000000002,6020000000.0
2025-03-03,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.66,2.16,6020000000.0
2025-03-02,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.51,1.94,6020000000.0
2025-03-01,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.51,1.94,6020000000.0
2025-02-28,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.51,1.94,6020000000.0
2025-02-27,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.51,1.94,6020000000.0
2025-02-26,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.51,1.85,6020000000.0
2025-02-25,0.0,0.0,0.0,0.0,1.22,0.4,0.0,0.51,2.13,6020000000.0
2025-02-24,0.0,0.0,0.0,0.0,1.22,0.4,0.0,0.0,1.62,6020000000.0
2025-02-23,0.0,0.0,0.0,0.0,1.13,0.4,0.0,0.0,1.5299999999999998,6020000000.0
2025-02-22,0.0,0.0,0.0,0.0,1.13,0.4,0.0,0.0,1.5299999999999998,6020000000.0
2025-02-21,0.0,0.0,0.0,0.0,1.13,0.4,0.0,0.0,1.5299999999999998,6020000000.0
2025-02-20,0.0,0.0,0.0,0.0,1.13,0.4,0.0,0.0,1.5299999999999998,6020000000.0
2025-02-19,0.0,0.0,0.0,0.0,1.07,0.4,0.0,0.0,1.4700000000000002,6020000000.0
2025-02-18,0.0,0.0,0.0,0.0,0.99,0.4,0.0,0.0,1.3900000000000001,6020000000.0
2025-02-17,0.0,0.0,0.0,0.0,1.03,0.57,0.0,0.0,1.6,6020000000.0
2025-02-16,0.0,0.0,0.0,0.0,1.03,0.57,0.0,0.0,1.6,6020000000.0
2025-02-15,0.0,0.0,0.0,0.0,1.03,0.57,0.0,0.0,1.6,6020000000.0
2025-02-14,0.0,0.0,0.0,0.0,1.03,0.57,0.0,0.0,1.6,6020000000.0
2025-02-13,0.0,0.0,0.0,0.0,1.03,0.57,0.0,0.0,1.6,6020000000.0
2025-02-12,0.0,0.0,0.0,0.0,0.9,0.57,0.0,0.0,1.47,6020000000.0
2025-02-11,0.0,0.0,0.0,0.0,0.9,0.57,0.0,0.0,1.47,6020000000.0
2025-02-10,0.0,0.0,0.0,0.0,0.8,0.57,0.0,0.0,1.37,6020000000.0
2025-02-09,0.0,0.0,0.0,0.0,0.8,0.57,0.0,0.0,1.37,6020000000.0
2025-02-08,0.0,0.0,0.0,0.0,0.8,0.57,0.0,0.0,1.37,6020000000.0
2025-02-07,0.0,0.0,0.0,0.0,0.8,0.57,0.0,0.0,1.37,6020000000.0
2025-02-06,0.0,0.0,0.0,0.0,0.8,0.57,0.0,0.0,1.37,6020000000.0
2025-02-05,0.0,0.0,0.0,0.0,0.73,0.57,0.0,0.0,1.2999999999999998,6020000000.0
2025-02-04,0.0,0.0,0.0,0.0,0.73,0.57,0.0,0.0,1.2999999999999998,6020000000.0
2025-02-03,0.0,0.0,0.0,0.0,0.73,0.57,0.0,0.0,1.2999999999999998,6020000000.0
2025-02-02,0.0,0.0,0.0,0.0,0.73,0.57,0.0,0.0,1.2999999999999998,6020000000.0
2025-02-01,0.0,0.0,0.0,0.0,0.73,0.57,0.0,0.0,1.2999999999999998,6020000000.0
2025-01-31,0.0,0.0,0.0,0.0,0.73,0.57,0.0,0.0,1.2999999999999998,6020000000.0
2025-01-30,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-29,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-28,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-27,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-26,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-25,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-24,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-23,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-22,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-21,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-20,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-19,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-18,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-17,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-16,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-15,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-14,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-13,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-12,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-11,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-10,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-09,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-08,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-07,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-06,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-05,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-04,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-03,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-02,0.0,0.0,0.0,0.0,0.6,0.57,0.0,0.0,1.17,6020000000.0
2025-01-01,0.0,0.0,0.0,0.0,0.53,0.57,0.0,0.0,1.1,6020000000.0
2024-12-31,0.0,0.0,0.0,0.0,0.53,0.57,0.0,0.0,1.1,2460000000.0
2024-12-30,0.0,0.0,0.0,0.0,0.53,0.57,0.0,0.0,1.1,2460000000.0
2024-12-29,0.0,0.0,0.0,0.0,0.53,0.57,0.0,0.0,1.1,2460000000.0
2024-12-28,0.0,0.0,0.0,0.0,0.53,0.57,0.0,0.0,1.1,2460000000.0
2024-12-27,0.0,0.0,0.0,0.0,0.53,0.57,0.0,0.0,1.1,2460000000.0
2024-12-26,0.0,0.0,0.0,0.0,0.53,0.57,0.0,0.0,1.1,2460000000.0
2024-12-25,0.0,0.0,0.0,0.0,0.53,0.57,0.0,0.0,1.1,2460000000.0
2024-12-24,0.0,0.0,0.0,0.0,0.53,0.57,0.0,0.0,1.1,2460000000.0
2024-12-23,0.0,0.0,0.0,0.0,0.53,0.57,0.0,0.0,1.1,2460000000.0
2024-12-22,0.0,0.0,0.0,0.0,0.53,0.57,0.0,0.0,1.1,2460000000.0
2024-12-21,0.0,0.0,0.0,0.0,0.53,0.57,0.0,0.0,1.1,2460000000.0
2024-12-20,0.0,0.0,0.0,0.0,0.53,0.57,0.0,0.0,1.1,2460000000.0
2024-12-19,0.0,0.0,0.0,0.0,0.53,0.57,0.0,0.0,1.1,2460000000.0
2024-12-18,0.0,0.0,0.0,0.0,0.53,0.57,0.0,0.0,1.1,2460000000.0
2024-12-17,0.0,0.0,0.0,0.0,0.53,0.57,0.0,0.0,1.1,2460000000.0
2024-12-16,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.57,2460000000.0
2024-12-15,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.57,2460000000.0
2024-12-14,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.57,2460000000.0
2024-12-13,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.57,2460000000.0
2024-12-12,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.57,2460000000.0
2024-12-11,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.57,2460000000.0
2024-12-10,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.57,2460000000.0
2024-12-09,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.57,2460000000.0
2024-12-08,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.57,2460000000.0
2024-12-07,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.57,2460000000.0
2024-12-06,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.57,2460000000.0
2024-12-05,0.0,1.32,0.0,0.0,0.0,0.57,0.0,0.0,1.8900000000000001,2460000000.0
2024-12-04,0.49,1.32,0.0,0.0,0.0,0.57,0.49,0.0,2.87,2460000000.0
2024-12-03,0.49,1.32,0.0,0.0,0.0,0.57,0.49,0.0,2.87,2460000000.0
2024-12-02,0.49,1.32,0.0,0.0,0.0,0.57,0.49,0.0,2.87,2460000000.0
2024-12-01,0.49,1.23,0.0,0.0,0.0,0.57,0.49,0.0,2.7800000000000002,2460000000.0
2024-11-30,0.49,1.23,0.0,0.0,0.0,0.57,0.49,0.0,2.7800000000000002,2460000000.0
2024-11-29,0.49,1.23,0.0,0.0,0.0,0.57,0.49,0.0,2.7800000000000002,2460000000.0
2024-11-28,0.49,1.23,0.0,0.0,0.0,0.57,0.49,0.0,2.7800000000000002,2460000000.0
2024-11-27,0.49,1.23,0.0,0.0,0.0,0.57,0.49,0.0,2.7800000000000002,2460000000.0
2024-11-26,0.54,1.19,0.0,0.0,0.0,0.57,0.5,0.0,2.8,2460000000.0
2024-11-25,0.54,1.19,0.0,0.0,0.0,0.57,0.5,0.0,2.8,2460000000.0
2024-11-24,0.54,1.22,0.0,0.0,0.0,0.57,0.5,0.0,2.83,2460000000.0
2024-11-23,0.54,1.22,0.0,0.0,0.0,0.57,0.5,0.0,2.83,2460000000.0
2024-11-22,0.54,1.22,0.0,0.0,0.0,0.57,0.5,0.0,2.83,2460000000.0
2024-11-21,0.54,1.22,0.0,0.0,0.0,0.65,0.5,0.0,2.91,2460000000.0
2024-11-20,0.54,1.22,0.0,0.0,0.0,0.65,0.5,0.0,2.91,2460000000.0
2024-11-19,0.54,1.22,0.0,0.0,0.0,0.71,0.5,0.0,2.9699999999999998,2460000000.0
2024-11-18,0.0,1.47,0.0,0.0,0.0,0.71,0.5,0.0,2.6799999999999997,2460000000.0
2024-11-17,0.0,1.47,0.0,0.0,0.0,0.71,0.5,0.0,2.6799999999999997,2460000000.0
2024-11-16,0.0,1.47,0.0,0.0,0.0,0.71,0.5,0.0,2.6799999999999997,2460000000.0
2024-11-15,0.0,1.47,0.0,0.0,0.0,0.71,0.5,0.0,2.6799999999999997,2460000000.0
2024-11-14,0.0,1.51,0.0,0.0,0.47,0.71,0.5,0.0,3.19,2460000000.0
2024-11-13,0.0,1.44,0.0,0.0,0.47,0.71,0.0,0.0,2.62,2460000000.0
2024-11-12,0.0,1.44,0.0,0.0,0.47,0.71,0.0,0.0,2.62,2460000000.0
2024-11-11,0.0,1.39,0.0,0.0,0.47,0.71,0.0,0.0,2.57,2460000000.0
2024-11-10,0.0,1.39,0.0,0.0,0.47,0.71,0.0,0.0,2.57,2460000000.0
2024-11-09,0.0,1.39,0.0,0.0,0.47,0.71,0.0,0.0,2.57,2460000000.0
2024-11-08,0.49,1.39,0.0,0.0,0.47,0.71,0.0,0.0,3.0599999999999996,2460000000.0
2024-11-07,0.49,1.39,0.0,0.0,0.47,0.71,0.0,0.0,3.0599999999999996,2460000000.0
2024-11-06,0.49,1.49,0.0,0.0,0.56,0.71,0.0,0.0,3.25,2460000000.0
2024-11-05,0.49,1.58,0.0,0.0,0.56,0.71,0.0,0.0,3.3400000000000003,2460000000.0
2024-11-04,0.49,1.58,0.0,0.0,0.67,0.71,0.0,0.0,3.45,2460000000.0
2024-11-03,0.49,1.58,0.0,0.0,0.67,0.71,0.0,0.0,3.45,2460000000.0
2024-11-02,0.49,1.58,0.0,0.0,0.67,0.71,0.0,0.0,3.45,2460000000.0
2024-11-01,0.49,1.58,0.0,0.0,0.67,0.71,0.0,0.0,3.45,2460000000.0
2024-10-31,0.58,1.58,0.0,0.0,0.67,0.71,0.0,0.0,3.54,2460000000.0
2024-10-30,0.58,1.58,0.0,0.0,0.79,0.71,0.0,0.0,3.66,2460000000.0
2024-10-29,0.58,1.58,0.0,0.0,0.79,0.71,0.0,0.0,3.66,2460000000.0
2024-10-28,0.58,1.58,0.0,0.0,0.79,0.71,0.0,0.0,3.66,2460000000.0
2024-10-27,0.58,1.58,0.0,0.0,0.88,0.71,0.0,0.0,3.75,2460000000.0
2024-10-26,0.58,1.58,0.0,0.0,0.88,0.71,0.0,0.0,3.75,2460000000.0
2024-10-25,0.58,1.58,0.0,0.0,0.88,0.71,0.0,0.0,3.75,2460000000.0
2024-10-24,0.58,1.62,0.0,0.0,0.88,0.71,0.0,0.0,3.79,2460000000.0
2024-10-23,0.6,1.71,0.0,0.0,0.88,0.71,0.0,0.0,3.9,2460000000.0
2024-10-22,0.51,1.66,0.0,0.0,0.95,0.71,0.0,0.0,3.83,2460000000.0
2024-10-21,0.51,1.66,0.0,0.0,1.08,0.71,0.0,0.0,3.96,2460000000.0
2024-10-20,0.51,1.72,0.0,0.0,1.08,0.71,0.0,0.0,4.02,2460000000.0
2024-10-19,0.51,1.72,0.0,0.0,1.08,0.71,0.0,0.0,4.02,2460000000.0
2024-10-18,0.51,1.72,0.0,0.0,1.08,0.71,0.0,0.0,4.02,2460000000.0
2024-10-17,0.51,1.99,0.0,0.0,1.08,0.71,0.0,0.0,4.29,2460000000.0
2024-10-16,0.51,1.99,0.0,0.0,1.08,0.71,0.0,0.0,4.29,2460000000.0
2024-10-15,0.51,1.99,0.0,0.0,1.08,0.71,0.0,0.0,4.29,2460000000.0
2024-10-14,0.51,1.99,0.0,0.0,1.08,0.71,0.0,0.0,4.29,2460000000.0
2024-10-13,0.51,1.99,0.0,0.0,1.08,0.71,0.0,0.0,4.29,2460000000.0
2024-10-12,0.51,1.99,0.0,0.0,1.08,0.71,0.0,0.0,4.29,2460000000.0
2024-10-11,0.51,1.99,0.0,0.0,1.08,0.71,0.0,0.0,4.29,2460000000.0
2024-10-10,0.51,2.0,0.0,0.0,1.11,0.71,0.0,0.0,4.33,2460000000.0
2024-10-09,0.51,1.93,0.0,0.0,1.11,0.71,0.0,0.0,4.26,2460000000.0
2024-10-08,0.51,1.93,0.0,0.0,1.11,0.71,0.0,0.0,4.26,2460000000.0
2024-10-07,0.51,1.93,0.0,0.0,1.11,0.71,0.0,0.0,4.26,2460000000.0
2024-10-06,0.51,1.81,0.0,0.0,1.11,0.71,0.0,0.0,4.140000000000001,2460000000.0
2024-10-05,0.51,1.81,0.0,0.0,1.11,0.71,0.0,0.0,4.140000000000001,2460000000.0
2024-10-04,0.51,1.81,0.0,0.0,1.11,0.71,0.0,0.0,4.140000000000001,2460000000.0
2024-10-03,0.51,1.81,0.0,0.0,1.11,0.71,0.0,0.0,4.140000000000001,2460000000.0
2024-10-02,0.51,1.81,0.0,0.0,1.11,0.71,0.0,0.0,4.140000000000001,2460000000.0
2024-10-01,0.0,1.81,0.0,0.0,1.11,0.71,0.0,0.0,3.63,2460000000.0
2024-09-30,0.0,1.79,0.0,0.0,1.11,0.71,0.0,0.0,3.6100000000000003,2160000000.0
2024-09-29,0.0,1.79,0.0,0.0,1.11,0.71,0.0,0.0,3.6100000000000003,2160000000.0
2024-09-28,0.0,1.79,0.0,0.0,1.11,0.71,0.0,0.0,3.6100000000000003,2160000000.0
2024-09-27,0.0,1.79,0.0,0.0,1.11,0.71,0.0,0.0,3.6100000000000003,2160000000.0
2024-09-26,0.0,1.79,0.0,0.0,1.11,0.71,0.0,0.0,3.6100000000000003,2160000000.0
2024-09-25,0.0,1.81,0.0,0.0,1.11,0.71,0.0,0.0,3.63,2160000000.0
2024-09-24,0.0,1.81,0.0,0.0,1.11,0.71,0.0,0.0,3.63,2160000000.0
2024-09-23,0.0,1.81,0.0,0.0,1.11,0.71,0.0,0.0,3.63,2160000000.0
2024-09-22,0.0,1.81,0.0,0.0,1.11,0.71,0.0,0.0,3.63,2160000000.0
2024-09-21,0.0,1.81,0.0,0.0,1.11,0.71,0.0,0.0,3.63,2160000000.0
2024-09-20,0.0,1.81,0.0,0.0,1.11,0.71,0.0,0.0,3.63,2160000000.0
2024-09-19,0.0,1.62,0.0,0.0,1.08,0.71,0.0,0.0,3.41,2160000000.0
2024-09-18,0.0,1.62,0.0,0.0,1.08,0.71,0.0,0.0,3.41,2160000000.0
2024-09-17,0.0,1.62,0.0,0.0,1.08,0.71,0.0,0.0,3.41,2160000000.0
2024-09-16,0.0,1.74,0.0,0.0,1.08,0.71,0.0,0.0,3.5300000000000002,2160000000.0
2024-09-15,0.0,1.74,0.0,0.0,1.08,0.71,0.0,0.0,3.5300000000000002,2160000000.0
2024-09-14,0.0,1.74,0.0,0.0,1.08,0.71,0.0,0.0,3.5300000000000002,2160000000.0
2024-09-13,0.0,1.74,0.0,0.0,1.08,0.71,0.0,0.0,3.5300000000000002,2160000000.0
2024-09-12,0.0,1.89,0.0,0.0,1.08,0.71,0.0,0.0,3.6799999999999997,2160000000.0
2024-09-11,0.0,1.89,0.0,0.0,1.08,0.61,0.0,0.0,3.5799999999999996,2160000000.0
2024-09-10,0.0,1.91,0.0,0.0,1.08,0.61,0.0,0.0,3.6,2160000000.0
2024-09-09,0.0,1.78,0.0,0.0,1.08,0.61,0.0,0.0,3.47,2160000000.0
2024-09-08,0.0,1.78,0.0,0.0,1.16,0.61,0.0,0.0,3.55,2160000000.0
2024-09-07,0.0,1.78,0.0,0.0,1.16,0.61,0.0,0.0,3.55,2160000000.0
2024-09-06,0.0,1.78,0.0,0.0,1.16,0.61,0.0,0.0,3.55,2160000000.0
2024-09-05,0.0,1.63,0.0,0.0,1.16,0.61,0.0,0.0,3.4,2160000000.0
2024-09-04,0.0,1.56,0.0,0.0,1.16,0.61,0.0,0.0,3.3299999999999996,2160000000.0
2024-09-03,0.0,1.47,0.0,0.0,1.16,0.61,0.0,0.0,3.2399999999999998,2160000000.0
2024-09-02,0.0,1.3,0.0,0.0,1.29,0.61,0.0,0.0,3.1999999999999997,2160000000.0
2024-09-01,0.0,1.29,0.0,0.0,1.29,0.61,0.0,0.0,3.19,2160000000.0
2024-08-31,0.0,1.29,0.0,0.0,1.29,0.61,0.0,0.0,3.19,2160000000.0
2024-08-30,0.0,1.29,0.0,0.0,1.29,0.61,0.0,0.0,3.19,2160000000.0
2024-08-29,0.0,1.3,0.0,0.0,1.29,0.61,0.0,0.0,3.1999999999999997,2160000000.0
2024-08-28,0.0,1.3,0.0,0.0,1.29,0.61,0.0,0.0,3.1999999999999997,2160000000.0
2024-08-27,0.0,1.3,0.0,0.0,1.29,0.61,0.0,0.0,3.1999999999999997,2160000000.0
2024-08-26,0.0,1.29,0.0,0.0,1.29,0.61,0.0,0.0,3.19,2160000000.0
2024-08-25,0.0,1.35,0.0,0.0,1.29,0.61,0.0,0.0,3.25,2160000000.0
2024-08-24,0.0,1.35,0.0,0.0,1.29,0.61,0.0,0.0,3.25,2160000000.0
2024-08-23,0.0,1.35,0.0,0.0,1.29,0.61,0.0,0.0,3.25,2160000000.0
2024-08-22,0.0,1.35,0.0,0.0,1.29,0.61,0.0,0.0,3.25,2160000000.0
2024-08-21,0.0,1.35,0.0,0.0,1.29,0.61,0.0,0.0,3.25,2160000000.0
2024-08-20,0.0,1.35,0.0,0.0,1.29,0.61,0.0,0.0,3.25,2160000000.0
2024-08-19,0.0,1.35,0.0,0.0,1.31,0.61,0.0,0.0,3.27,2160000000.0
2024-08-18,0.0,1.45,0.0,0.0,1.31,0.61,0.0,0.0,3.3699999999999997,2160000000.0
2024-08-17,0.0,1.45,0.0,0.0,1.31,0.61,0.0,0.0,3.3699999999999997,2160000000.0
2024-08-16,0.0,1.45,0.0,0.0,1.31,0.61,0.0,0.0,3.3699999999999997,2160000000.0
2024-08-15,0.0,1.5,0.0,0.0,1.31,0.61,0.0,0.0,3.42,2160000000.0
2024-08-14,0.0,1.62,0.0,0.0,1.31,0.52,0.0,0.0,3.45,2160000000.0
2024-08-13,0.0,1.46,0.0,0.0,1.28,0.52,0.0,0.0,3.2600000000000002,2160000000.0
2024-08-12,0.0,1.58,0.0,0.0,1.36,0.52,0.0,0.0,3.4600000000000004,2160000000.0
