,6BS8JLEICI3VGJ264L55,213800SFSQPS3XKC4E48,5493003FS3JD468P6Z37,MQILSVGGL6RJH5NDWP11,549300KKLDTNOIW0NU52,Total,Market_capitalization
2023-05-27,1.14,0.0,0.0,0.0,0.0,1.14,13520000000.0
2023-05-26,1.14,0.0,0.0,0.0,0.0,1.14,13520000000.0
2023-05-25,1.14,0.0,0.0,0.0,0.0,1.14,13520000000.0
2023-05-24,1.14,0.0,0.0,0.0,0.0,1.14,13520000000.0
2023-05-23,1.09,0.0,0.0,0.0,0.0,1.09,13520000000.0
2023-05-22,1.09,0.0,0.0,0.0,0.0,1.09,13520000000.0
2023-05-21,1.09,0.0,0.0,0.0,0.0,1.09,13520000000.0
2023-05-20,1.09,0.0,0.0,0.0,0.0,1.09,13520000000.0
2023-05-19,1.09,0.0,0.0,0.0,0.0,1.09,13520000000.0
2023-05-18,1.09,0.0,0.0,0.0,0.0,1.09,13520000000.0
2023-05-17,1.09,0.0,0.0,0.0,0.0,1.09,13520000000.0
2023-05-16,1.09,0.0,0.0,0.0,0.0,1.09,13520000000.0
2023-05-15,1.09,0.0,0.0,0.0,0.0,1.09,13520000000.0
2023-05-14,1.09,0.0,0.0,0.0,0.0,1.09,13520000000.0
2023-05-13,1.09,0.0,0.0,0.0,0.0,1.09,13520000000.0
2023-05-12,1.09,0.0,0.0,0.0,0.0,1.09,13520000000.0
2023-05-11,1.09,0.0,0.0,0.0,0.0,1.09,13520000000.0
2023-05-10,1.09,0.0,0.0,0.0,0.0,1.09,13520000000.0
2023-05-09,1.09,0.0,0.0,0.0,0.0,1.09,13520000000.0
2023-05-08,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2023-05-07,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
