,549300EJ1ZB4YYIOMD56,549300KKLDTNOIW0NU52,6BS8JLEICI3VGJ264L55,2138001GBION41P49M96,549300LPS48DJ96NXT15,549300SHI4D0QGWI8X45,549300WBD0DQZRTLVD96,5493003FS3JD468P6Z37,549300C4RWHVOOSD9T96,TNWE6LERP1CI9IDAZB80,549300EOZ04JQL5Q8E05,219JICTKZM2TR3X24G69,Total,Market_capitalization
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.9,0.0,1.26,0.7,0.62,5.28,3940000000.0
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.9,0.0,1.26,0.7,0.62,5.28,3940000000.0
2025-05-06,0.49,0.0,0.0,0.0,0.0,0.8,0.0,1.9,0.0,1.26,0.7,0.62,5.7700000000000005,3940000000.0
2025-05-05,0.49,0.0,0.0,0.0,0.0,0.8,0.0,1.9,0.0,1.26,0.7,0.62,5.7700000000000005,3940000000.0
2025-05-04,0.49,0.0,0.0,0.0,0.0,0.8,0.0,1.9,0.0,1.39,0.7,0.62,5.9,3940000000.0
2025-05-03,0.49,0.0,0.0,0.0,0.0,0.8,0.0,1.9,0.0,1.39,0.7,0.62,5.9,3940000000.0
2025-05-02,0.49,0.0,0.0,0.0,0.0,0.8,0.0,1.9,0.0,1.39,0.7,0.62,5.9,3940000000.0
2025-05-01,0.49,0.0,0.0,0.0,0.0,0.8,0.0,1.87,0.0,1.39,0.7,0.62,5.87,3940000000.0
2025-04-30,0.49,0.45,0.0,0.0,0.0,0.8,0.0,1.87,0.0,1.39,0.7,0.62,6.32,3940000000.0
2025-04-29,0.49,0.45,0.0,0.0,0.0,0.8,0.0,1.87,0.0,1.39,0.7,0.62,6.32,3940000000.0
2025-04-28,0.5,0.45,0.0,0.0,0.0,0.75,0.0,1.72,0.0,1.39,0.7,0.62,6.13,3940000000.0
2025-04-27,0.5,0.45,0.0,0.0,0.0,0.75,0.0,1.72,0.0,1.39,0.7,0.5,6.01,3940000000.0
2025-04-26,0.5,0.45,0.0,0.0,0.0,0.75,0.0,1.72,0.0,1.39,0.7,0.5,6.01,3940000000.0
2025-04-25,0.5,0.45,0.0,0.0,0.0,0.75,0.0,1.72,0.0,1.39,0.7,0.5,6.01,3940000000.0
2025-04-24,0.5,0.45,0.0,0.0,0.0,0.75,0.0,1.72,0.0,1.39,0.7,0.5,6.01,3940000000.0
2025-04-23,0.5,0.45,0.0,0.0,0.0,0.75,0.0,1.6,0.0,1.4,0.7,0.5,5.8999999999999995,3940000000.0
2025-04-22,0.5,0.61,0.0,0.0,0.0,0.6,0.0,1.6,0.0,1.4,0.7,0.0,5.41,3940000000.0
2025-04-21,0.5,0.61,0.0,0.0,0.0,0.6,0.0,1.6,0.0,1.39,0.7,0.0,5.4,3940000000.0
2025-04-20,0.5,0.61,0.0,0.0,0.0,0.6,0.0,1.6,0.0,1.39,0.7,0.0,5.4,3940000000.0
2025-04-19,0.5,0.61,0.0,0.0,0.0,0.6,0.0,1.6,0.0,1.39,0.7,0.0,5.4,3940000000.0
2025-04-18,0.5,0.61,0.0,0.0,0.0,0.6,0.0,1.6,0.0,1.39,0.7,0.0,5.4,3940000000.0
2025-04-17,0.5,0.61,0.0,0.0,0.0,0.6,0.0,1.6,0.0,1.39,0.7,0.0,5.4,3940000000.0
2025-04-16,0.0,0.84,0.0,0.0,0.0,0.6,0.0,1.6,0.0,1.4,0.7,0.0,5.14,3940000000.0
2025-04-15,0.0,0.84,0.0,0.0,0.0,0.51,0.0,1.6,0.0,1.4,0.7,0.0,5.05,3940000000.0
2025-04-14,0.0,0.84,0.0,0.0,0.0,0.51,0.0,1.6,0.0,1.4,0.7,0.0,5.05,3940000000.0
2025-04-13,0.0,0.84,0.0,0.0,0.0,0.51,0.0,1.57,0.0,1.31,0.7,0.0,4.930000000000001,3940000000.0
2025-04-12,0.0,0.84,0.0,0.0,0.0,0.51,0.0,1.57,0.0,1.31,0.7,0.0,4.930000000000001,3940000000.0
2025-04-11,0.0,0.84,0.0,0.0,0.0,0.51,0.0,1.57,0.0,1.31,0.7,0.0,4.930000000000001,3940000000.0
2025-04-10,0.0,0.84,0.0,0.0,0.0,0.0,0.0,1.57,0.0,1.31,0.7,0.0,4.42,3940000000.0
2025-04-09,0.0,0.84,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.61,0.0,4.0600000000000005,3940000000.0
2025-04-08,0.0,0.84,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.24,0.61,0.0,3.9899999999999998,3940000000.0
2025-04-07,0.0,0.84,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.16,0.61,0.0,3.9099999999999997,3940000000.0
2025-04-06,0.0,0.84,0.0,0.0,0.0,0.0,0.0,1.14,0.0,1.02,0.58,0.0,3.58,3940000000.0
2025-04-05,0.0,0.84,0.0,0.0,0.0,0.0,0.0,1.14,0.0,1.02,0.58,0.0,3.58,3940000000.0
2025-04-04,0.0,0.84,0.0,0.0,0.0,0.0,0.0,1.14,0.0,1.02,0.58,0.0,3.58,3940000000.0
2025-04-03,0.0,0.84,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.87,0.58,0.0,3.37,3940000000.0
2025-04-02,0.0,0.84,0.43,0.0,0.0,0.0,0.0,0.74,0.0,0.7,0.58,0.0,3.29,3940000000.0
2025-04-01,0.0,0.84,0.43,0.0,0.0,0.0,0.0,0.74,0.0,0.7,0.58,0.0,3.29,3940000000.0
2025-03-31,0.0,0.84,0.43,0.0,0.0,0.0,0.0,0.65,0.0,0.7,0.6,0.0,3.22,3940000000.0
2025-03-30,0.0,0.84,0.43,0.0,0.0,0.0,0.0,0.58,0.0,0.7,0.6,0.0,3.15,3940000000.0
2025-03-29,0.0,0.84,0.43,0.0,0.0,0.0,0.0,0.58,0.0,0.7,0.6,0.0,3.15,3940000000.0
2025-03-28,0.0,0.84,0.43,0.0,0.0,0.0,0.0,0.58,0.0,0.7,0.6,0.0,3.15,3940000000.0
2025-03-27,0.0,0.92,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.0,2.65,3940000000.0
2025-03-26,0.0,1.06,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.0,2.79,3940000000.0
2025-03-25,0.0,1.32,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.56,0.0,3.1,3940000000.0
2025-03-24,0.0,1.32,0.65,0.0,0.0,0.0,0.0,0.46,0.0,0.69,0.56,0.0,3.68,3940000000.0
2025-03-23,0.0,1.32,0.78,0.0,0.0,0.0,0.0,0.46,0.0,0.69,0.56,0.0,3.81,3940000000.0
2025-03-22,0.0,1.32,0.78,0.0,0.0,0.0,0.0,0.46,0.0,0.69,0.56,0.0,3.81,3940000000.0
2025-03-21,0.0,1.32,0.78,0.0,0.0,0.0,0.0,0.46,0.0,0.69,0.56,0.0,3.81,3940000000.0
2025-03-20,0.0,1.32,0.78,0.0,0.0,0.0,0.0,0.46,0.0,0.69,0.0,0.0,3.25,3940000000.0
2025-03-19,0.0,1.27,0.83,0.0,0.0,0.0,0.0,0.46,0.0,0.77,0.0,0.0,3.33,3940000000.0
2025-03-18,0.0,1.27,0.83,0.0,0.0,0.0,0.0,0.46,0.0,0.77,0.0,0.0,3.33,3940000000.0
2025-03-17,0.0,1.27,0.83,0.0,0.0,0.0,0.0,0.46,0.0,0.77,0.0,0.0,3.33,3940000000.0
2025-03-16,0.0,1.27,0.78,0.0,0.0,0.0,0.0,0.66,0.0,0.77,0.0,0.0,3.48,3940000000.0
2025-03-15,0.0,1.27,0.78,0.0,0.0,0.0,0.0,0.66,0.0,0.77,0.0,0.0,3.48,3940000000.0
2025-03-14,0.0,1.27,0.78,0.0,0.0,0.0,0.0,0.66,0.0,0.77,0.0,0.0,3.48,3940000000.0
2025-03-13,0.0,1.27,0.86,0.0,0.0,0.0,0.0,0.66,0.0,0.77,0.0,0.0,3.56,3940000000.0
2025-03-12,0.0,1.27,0.86,0.0,0.0,0.0,0.0,0.66,0.0,0.87,0.0,0.0,3.66,3940000000.0
2025-03-11,0.0,1.27,0.93,0.0,0.0,0.0,0.0,0.66,0.0,0.87,0.0,0.0,3.7300000000000004,3940000000.0
2025-03-10,0.0,1.27,1.09,0.0,0.0,0.0,0.0,0.79,0.0,0.87,0.0,0.0,4.0200000000000005,3940000000.0
2025-03-09,0.0,1.27,1.09,0.0,0.0,0.0,0.0,0.85,0.0,0.96,0.0,0.0,4.17,3940000000.0
2025-03-08,0.0,1.27,1.09,0.0,0.0,0.0,0.0,0.85,0.0,0.96,0.0,0.0,4.17,3940000000.0
2025-03-07,0.0,1.27,1.09,0.0,0.0,0.0,0.0,0.85,0.0,0.96,0.0,0.0,4.17,3940000000.0
2025-03-06,0.0,1.27,1.14,0.0,0.0,0.0,0.0,0.85,0.0,0.96,0.0,0.0,4.220000000000001,3940000000.0
2025-03-05,0.0,1.27,1.14,0.0,0.0,0.0,0.0,0.85,0.0,0.96,0.0,0.0,4.220000000000001,3940000000.0
2025-03-04,0.0,1.27,1.14,0.0,0.0,0.0,0.0,0.85,0.0,0.96,0.0,0.0,4.220000000000001,3940000000.0
2025-03-03,0.0,1.27,1.14,0.0,0.0,0.0,0.0,0.85,0.0,1.0,0.0,0.0,4.26,3940000000.0
2025-03-02,0.0,1.27,1.2,0.0,0.0,0.0,0.0,0.85,0.0,0.99,0.0,0.0,4.31,3940000000.0
2025-03-01,0.0,1.27,1.2,0.0,0.0,0.0,0.0,0.85,0.0,0.99,0.0,0.0,4.31,3940000000.0
2025-02-28,0.0,1.27,1.2,0.0,0.0,0.0,0.0,0.85,0.0,0.99,0.0,0.0,4.31,3940000000.0
2025-02-27,0.0,1.27,1.39,0.0,0.0,0.0,0.0,0.94,0.0,1.03,0.0,0.0,4.63,3940000000.0
2025-02-26,0.0,1.27,1.39,0.0,0.0,0.0,0.0,1.06,0.0,1.03,0.0,0.0,4.75,3940000000.0
2025-02-25,0.0,1.27,1.65,0.0,0.0,0.0,0.0,1.06,0.0,0.98,0.0,0.0,4.96,3940000000.0
2025-02-24,0.0,1.16,1.77,0.0,0.0,0.0,0.0,1.06,0.0,0.87,0.0,0.0,4.859999999999999,3940000000.0
2025-02-23,0.0,0.94,2.05,0.0,0.0,0.0,0.0,1.06,0.0,0.7,0.0,0.0,4.75,3940000000.0
2025-02-22,0.0,0.94,2.05,0.0,0.0,0.0,0.0,1.06,0.0,0.7,0.0,0.0,4.75,3940000000.0
2025-02-21,0.0,0.94,2.05,0.0,0.0,0.0,0.0,1.06,0.0,0.7,0.0,0.0,4.75,3940000000.0
2025-02-20,0.0,0.94,2.05,0.0,0.0,0.0,0.0,1.06,0.0,0.6,0.0,0.0,4.6499999999999995,3940000000.0
2025-02-19,0.0,0.94,2.05,0.0,0.0,0.0,0.0,1.06,0.0,0.6,0.0,0.0,4.6499999999999995,3940000000.0
2025-02-18,0.0,0.94,2.17,0.0,0.0,0.0,0.0,1.06,0.0,0.6,0.0,0.0,4.77,3940000000.0
2025-02-17,0.0,0.94,2.17,0.0,0.0,0.0,0.0,1.06,0.0,0.6,0.0,0.0,4.77,3940000000.0
2025-02-16,0.0,0.94,2.24,0.0,0.0,0.0,0.0,1.06,0.0,0.6,0.0,0.0,4.84,3940000000.0
2025-02-15,0.0,0.94,2.24,0.0,0.0,0.0,0.0,1.06,0.0,0.6,0.0,0.0,4.84,3940000000.0
2025-02-14,0.0,0.94,2.24,0.0,0.0,0.0,0.0,1.06,0.0,0.6,0.0,0.0,4.84,3940000000.0
2025-02-13,0.0,0.94,2.39,0.0,0.0,0.0,0.0,1.06,0.0,0.6,0.0,0.0,4.99,3940000000.0
2025-02-12,0.0,0.94,2.39,0.0,0.0,0.0,0.0,0.98,0.0,0.6,0.0,0.0,4.91,3940000000.0
2025-02-11,0.0,0.94,2.59,0.0,0.0,0.0,0.0,0.98,0.0,0.6,0.0,0.0,5.109999999999999,3940000000.0
2025-02-10,0.0,0.94,2.59,0.0,0.0,0.0,0.0,0.98,0.0,0.6,0.0,0.0,5.109999999999999,3940000000.0
2025-02-09,0.0,0.94,2.59,0.0,0.0,0.0,0.0,0.98,0.0,0.6,0.0,0.0,5.109999999999999,3940000000.0
2025-02-08,0.0,0.94,2.59,0.0,0.0,0.0,0.0,0.98,0.0,0.6,0.0,0.0,5.109999999999999,3940000000.0
2025-02-07,0.0,0.94,2.59,0.0,0.0,0.0,0.0,0.98,0.0,0.6,0.0,0.0,5.109999999999999,3940000000.0
2025-02-06,0.0,0.94,2.59,0.0,0.0,0.0,0.0,0.98,0.0,0.5,0.0,0.0,5.01,3940000000.0
2025-02-05,0.0,0.94,2.61,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,4.529999999999999,3940000000.0
2025-02-04,0.0,0.94,2.61,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,4.529999999999999,3940000000.0
2025-02-03,0.0,0.94,2.61,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,4.529999999999999,3940000000.0
2025-02-02,0.0,0.78,2.61,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,4.369999999999999,3940000000.0
2025-02-01,0.0,0.78,2.61,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,4.369999999999999,3940000000.0
2025-01-31,0.0,0.78,2.61,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,4.369999999999999,3940000000.0
2025-01-30,0.0,0.78,2.61,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,4.369999999999999,3940000000.0
2025-01-29,0.0,0.78,2.61,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,4.369999999999999,3940000000.0
2025-01-28,0.0,0.68,2.61,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,4.27,3940000000.0
2025-01-27,0.0,0.51,2.61,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,4.1,3940000000.0
2025-01-26,0.0,0.51,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.140000000000001,3940000000.0
2025-01-25,0.0,0.51,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.140000000000001,3940000000.0
2025-01-24,0.0,0.51,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.140000000000001,3940000000.0
2025-01-23,0.0,0.51,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.140000000000001,3940000000.0
2025-01-22,0.0,0.51,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.140000000000001,3940000000.0
2025-01-21,0.0,0.51,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.140000000000001,3940000000.0
2025-01-20,0.0,0.51,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.140000000000001,3940000000.0
2025-01-19,0.0,0.45,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.08,3940000000.0
2025-01-18,0.0,0.45,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.08,3940000000.0
2025-01-17,0.0,0.45,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.08,3940000000.0
2025-01-16,0.0,0.45,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.08,3940000000.0
2025-01-15,0.0,0.45,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.08,3940000000.0
2025-01-14,0.0,0.45,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.08,3940000000.0
2025-01-13,0.0,0.56,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.1899999999999995,3940000000.0
2025-01-12,0.0,0.56,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.1899999999999995,3940000000.0
2025-01-11,0.0,0.56,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.1899999999999995,3940000000.0
2025-01-10,0.0,0.56,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.1899999999999995,3940000000.0
2025-01-09,0.0,0.56,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.1899999999999995,3940000000.0
2025-01-08,0.0,0.56,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.1899999999999995,3940000000.0
2025-01-07,0.0,0.63,2.61,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.26,3940000000.0
2025-01-06,0.0,0.73,2.61,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.33,3940000000.0
2025-01-05,0.0,0.73,2.61,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.33,3940000000.0
2025-01-04,0.0,0.73,2.61,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.33,3940000000.0
2025-01-03,0.0,0.73,2.61,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.33,3940000000.0
2025-01-02,0.0,0.95,2.52,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.46,3940000000.0
2025-01-01,0.0,0.95,2.52,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-12-31,0.0,0.95,2.52,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-12-30,0.0,0.95,2.52,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-12-29,0.0,0.95,2.52,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-12-28,0.0,0.95,2.52,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-12-27,0.0,0.95,2.52,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-12-26,0.0,0.95,2.52,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-12-25,0.0,0.95,2.52,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-12-24,0.0,0.95,2.52,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-12-23,0.0,0.95,2.52,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-12-22,0.0,0.95,2.52,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-12-21,0.0,0.95,2.52,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-12-20,0.0,0.95,2.52,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-12-19,0.0,0.95,2.52,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-12-18,0.0,0.95,2.52,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-12-17,0.0,0.95,2.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.47,3940000000.0
2024-12-16,0.0,1.04,2.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5600000000000005,3940000000.0
2024-12-15,0.0,1.04,2.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5600000000000005,3940000000.0
2024-12-14,0.0,1.04,2.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5600000000000005,3940000000.0
2024-12-13,0.0,1.04,2.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5600000000000005,3940000000.0
2024-12-12,0.0,1.04,2.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5600000000000005,3940000000.0
2024-12-11,0.0,1.04,2.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5600000000000005,3940000000.0
2024-12-10,0.0,1.04,2.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5600000000000005,3940000000.0
2024-12-09,0.0,1.04,2.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5600000000000005,3940000000.0
2024-12-08,0.0,1.04,2.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5600000000000005,3940000000.0
2024-12-07,0.0,1.04,2.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5600000000000005,3940000000.0
2024-12-06,0.0,1.04,2.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5600000000000005,3940000000.0
2024-12-05,0.0,1.04,2.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5600000000000005,3940000000.0
2024-12-04,0.0,1.04,2.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5600000000000005,3940000000.0
2024-12-03,0.0,1.04,2.52,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.53,3940000000.0
2024-12-02,0.0,1.04,2.52,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.53,3940000000.0
2024-12-01,0.0,1.04,2.52,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.53,3940000000.0
2024-11-30,0.0,1.04,2.52,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.53,3940000000.0
2024-11-29,0.0,1.04,2.52,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.53,3940000000.0
2024-11-28,0.0,1.04,2.52,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.53,3940000000.0
2024-11-27,0.0,1.04,2.52,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.53,3940000000.0
2024-11-26,0.0,1.04,2.52,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.53,3940000000.0
2024-11-25,0.0,1.04,2.52,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.53,3940000000.0
2024-11-24,0.0,1.04,2.4,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.41,3940000000.0
2024-11-23,0.0,1.04,2.4,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.41,3940000000.0
2024-11-22,0.0,1.04,2.4,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.41,3940000000.0
2024-11-21,0.0,1.04,2.4,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.41,3940000000.0
2024-11-20,0.0,1.04,2.3,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.31,3940000000.0
2024-11-19,0.0,1.04,2.3,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.31,3940000000.0
2024-11-18,0.0,1.04,2.11,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.12,3940000000.0
2024-11-17,0.0,1.04,2.11,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.12,3940000000.0
2024-11-16,0.0,1.04,2.11,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.12,3940000000.0
2024-11-15,0.0,1.04,2.11,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.12,3940000000.0
2024-11-14,0.0,1.04,2.03,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.04,3940000000.0
2024-11-13,0.0,1.04,1.94,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,3.95,3940000000.0
2024-11-12,0.0,1.04,1.94,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,3.95,3940000000.0
2024-11-11,0.0,1.04,1.94,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,3.95,3940000000.0
2024-11-10,0.0,1.04,1.94,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,3.95,3940000000.0
2024-11-09,0.0,1.04,1.94,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,3.95,3940000000.0
2024-11-08,0.0,1.04,1.94,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,3.95,3940000000.0
2024-11-07,0.0,1.04,2.09,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.1,3940000000.0
2024-11-06,0.0,1.04,2.09,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.1,3940000000.0
2024-11-05,0.0,1.04,2.09,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.1,3940000000.0
2024-11-04,0.0,1.04,2.09,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.1,3940000000.0
2024-11-03,0.0,0.92,2.09,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,3.9799999999999995,3940000000.0
2024-11-02,0.0,0.92,2.09,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,3.9799999999999995,3940000000.0
2024-11-01,0.0,0.92,2.09,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,3.9799999999999995,3940000000.0
2024-10-31,0.0,0.92,2.09,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,3.9799999999999995,3940000000.0
2024-10-30,0.0,0.92,2.18,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.07,3940000000.0
2024-10-29,0.0,0.81,2.18,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,3.96,3940000000.0
2024-10-28,0.0,0.81,2.18,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,3.96,3940000000.0
2024-10-27,0.0,0.79,2.37,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.13,3940000000.0
2024-10-26,0.0,0.79,2.37,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.13,3940000000.0
2024-10-25,0.0,0.79,2.37,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.13,3940000000.0
2024-10-24,0.0,0.79,2.41,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.17,3940000000.0
2024-10-23,0.0,0.89,2.41,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.2700000000000005,3940000000.0
2024-10-22,0.0,0.89,2.41,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.2700000000000005,3940000000.0
2024-10-21,0.0,0.99,2.41,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.37,3940000000.0
2024-10-20,0.0,0.99,2.3,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.26,3940000000.0
2024-10-19,0.0,0.99,2.3,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.26,3940000000.0
2024-10-18,0.0,0.99,2.3,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.26,3940000000.0
2024-10-17,0.0,0.99,2.16,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,4.12,3940000000.0
