,5493003FS3JD468P6Z37,549300SHI4D0QGWI8X45,-096-,549300ARVD4LVNCUBN81,549300RHSQCH106OWF77,549300DCU7KOL83B3B08,213800SFSQPS3XKC4E48,TNWE6LERP1CI9IDAZB80,549300GC5MDF1KXYMP06,2138006AZELNYKR3A325,-077-,549300X1IL2SQS14P736,549300KKLDTNOIW0NU52,549300LPS48DJ96NXT15,549300WTVI4KO4GEJN54,549300A1ZLHM70N6U553,5493006XRZFHF1KWTY04,549300WBD0DQZRTLVD96,6BS8JLEICI3VGJ264L55,635400IAV22ZOU1NFS89,549300GK9KWVQKHQ5S16,549300GHZ48Y72I6HZ24,Total,Market_capitalization
2024-07-23,0.0,0.43,6.11,0.0,0.0,2.23,0.0,0.71,0.0,0.0,1.35,0.71,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.04,2840000000.0
2024-07-22,0.0,0.43,5.91,0.0,0.0,2.19,0.0,0.69,0.0,0.0,1.2,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.109999999999998,2840000000.0
2024-07-21,0.0,0.43,6.42,0.0,0.0,2.27,0.0,0.74,0.0,0.0,1.13,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.54,2840000000.0
2024-07-20,0.0,0.43,6.42,0.0,0.0,2.27,0.0,0.74,0.0,0.0,1.13,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.54,2840000000.0
2024-07-19,0.0,0.43,6.42,0.0,0.0,2.27,0.0,0.74,0.0,0.0,1.13,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.54,2840000000.0
2024-07-18,0.0,0.43,6.18,0.0,0.0,2.27,0.0,0.69,0.0,0.0,1.04,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.16,2840000000.0
2024-07-17,0.0,0.43,6.52,0.0,0.0,2.27,0.0,0.74,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.879999999999999,2840000000.0
2024-07-16,0.0,0.53,6.71,0.0,0.0,2.32,0.0,0.74,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.22,2840000000.0
2024-07-15,0.0,0.0,4.72,0.0,0.0,1.72,0.0,0.67,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.829999999999999,2840000000.0
2024-07-14,0.0,0.0,3.81,0.0,0.0,1.65,0.0,0.67,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7299999999999995,2840000000.0
2024-07-13,0.0,0.0,3.81,0.0,0.0,1.65,0.0,0.67,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7299999999999995,2840000000.0
2024-07-12,0.0,0.0,3.81,0.0,0.0,1.65,0.0,0.67,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,2840000000.0
2024-07-11,0.0,0.0,4.86,0.0,0.0,1.73,0.0,0.73,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,2840000000.0
2024-07-10,0.0,0.0,5.48,0.0,0.0,1.8,0.0,0.73,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01,2840000000.0
2024-07-09,0.0,0.0,5.11,0.0,0.0,1.77,0.0,0.73,0.0,0.4,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,2840000000.0
2024-07-08,0.0,0.0,4.79,0.0,0.0,1.66,0.0,0.73,0.0,0.4,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.120000000000001,2840000000.0
2024-07-07,0.0,0.0,4.61,0.0,0.0,1.66,0.0,0.73,0.0,0.4,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94,2840000000.0
2024-07-06,0.0,0.0,4.61,0.0,0.0,1.66,0.0,0.73,0.0,0.4,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94,2840000000.0
2024-07-05,0.0,0.0,4.61,0.0,0.0,1.66,0.0,0.73,0.0,0.4,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94,2840000000.0
2024-07-04,0.0,0.0,4.81,0.0,0.0,1.66,0.0,0.73,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7299999999999995,2840000000.0
2024-07-03,0.0,0.0,4.2,0.0,0.0,1.66,0.0,0.69,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.080000000000001,2840000000.0
2024-07-02,0.0,0.0,4.38,0.0,0.0,1.66,0.0,0.73,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,2840000000.0
2024-07-01,0.0,0.0,4.45,0.0,0.0,1.45,0.0,0.73,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.160000000000001,2840000000.0
2024-06-30,0.0,0.0,4.52,0.0,0.0,1.45,0.0,0.73,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2299999999999995,2880000000.0
2024-06-29,0.0,0.0,4.52,0.0,0.0,1.45,0.0,0.73,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2299999999999995,2880000000.0
2024-06-28,0.0,0.0,4.52,0.0,0.0,1.45,0.0,0.73,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2299999999999995,2880000000.0
2024-06-27,0.0,0.0,4.35,0.0,0.0,1.45,0.0,0.73,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06,2880000000.0
2024-06-26,0.0,0.0,3.87,0.0,0.0,1.45,0.0,0.73,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.580000000000001,2880000000.0
2024-06-25,0.0,0.0,3.43,0.0,0.0,1.34,0.0,0.73,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03,2880000000.0
2024-06-24,0.0,0.0,3.22,0.0,0.0,1.34,0.0,0.73,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.820000000000001,2880000000.0
2024-06-23,0.0,0.0,3.64,0.0,0.0,1.46,0.0,0.73,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36,2880000000.0
2024-06-22,0.0,0.0,3.64,0.0,0.0,1.46,0.0,0.73,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36,2880000000.0
2024-06-21,0.0,0.0,3.64,0.0,0.0,1.46,0.39,0.73,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.749999999999999,2880000000.0
2024-06-20,0.0,0.0,3.11,0.0,0.0,1.38,0.39,0.73,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14,2880000000.0
2024-06-19,0.0,0.0,3.33,0.0,0.0,1.4,0.39,0.73,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38,2880000000.0
2024-06-18,0.0,0.0,3.09,0.0,0.0,1.38,0.39,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,2880000000.0
2024-06-17,0.0,0.0,3.34,0.0,0.0,1.38,0.39,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,2880000000.0
2024-06-16,0.0,0.0,3.89,0.0,0.0,1.38,0.39,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.389999999999999,2880000000.0
2024-06-15,0.0,0.0,3.89,0.0,0.0,1.38,0.39,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.389999999999999,2880000000.0
2024-06-14,0.0,0.0,3.89,0.0,0.0,1.38,0.39,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.389999999999999,2880000000.0
2024-06-13,0.0,0.0,3.06,0.0,0.0,1.01,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,2880000000.0
2024-06-12,0.0,0.0,2.02,0.0,0.0,1.01,0.79,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,2880000000.0
2024-06-11,0.0,0.0,2.39,0.0,0.0,0.92,0.79,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7299999999999995,2880000000.0
2024-06-10,0.0,0.0,1.39,0.0,0.0,0.82,0.79,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,2880000000.0
2024-06-09,0.0,0.0,1.39,0.0,0.0,0.79,0.79,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,2880000000.0
2024-06-08,0.0,0.0,1.39,0.0,0.0,0.79,0.79,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,2880000000.0
2024-06-07,0.0,0.0,1.39,0.0,0.0,0.79,0.79,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,2880000000.0
2024-06-06,0.0,0.0,1.39,0.0,0.0,0.8,0.79,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,2880000000.0
2024-06-05,0.0,0.0,1.55,0.0,0.0,0.8,0.79,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,2880000000.0
2024-06-04,0.0,0.0,1.27,0.0,0.0,0.8,0.79,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,2880000000.0
2024-06-03,0.0,0.0,0.86,0.0,0.0,0.8,0.79,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2880000000.0
2024-06-02,0.0,0.0,0.62,0.0,0.0,0.8,0.79,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2880000000.0
2024-06-01,0.0,0.0,0.62,0.0,0.0,0.8,0.79,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2880000000.0
2024-05-31,0.0,0.0,0.62,0.0,0.0,0.8,0.79,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2880000000.0
2024-05-30,0.0,0.0,0.99,0.0,0.0,0.68,0.79,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,2880000000.0
2024-05-29,0.0,0.0,1.68,0.0,0.0,0.68,0.79,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6799999999999997,2880000000.0
2024-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,2880000000.0
2024-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,2880000000.0
2024-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4100000000000001,2880000000.0
2024-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4100000000000001,2880000000.0
2024-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4100000000000001,2880000000.0
2024-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,2880000000.0
2024-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,2880000000.0
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2880000000.0
2024-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2880000000.0
2024-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2880000000.0
2024-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2880000000.0
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2880000000.0
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.41,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,2880000000.0
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2880000000.0
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.48,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,2880000000.0
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.47,1.14,0.59,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6899999999999995,2880000000.0
2024-05-12,0.0,0.0,0.0,0.0,0.0,0.47,1.14,0.68,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7800000000000002,2880000000.0
2024-05-11,0.0,0.0,0.0,0.0,0.0,0.47,1.14,0.68,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7800000000000002,2880000000.0
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.47,1.14,0.68,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7800000000000002,2880000000.0
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.47,1.14,0.68,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7800000000000002,2880000000.0
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.47,1.14,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2880000000.0
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.47,1.14,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2880000000.0
2024-05-06,0.0,0.0,0.0,0.0,0.0,0.47,1.14,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2880000000.0
2024-05-05,0.0,0.0,0.0,0.0,0.0,0.54,1.14,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,2880000000.0
2024-05-04,0.0,0.0,0.0,0.0,0.0,0.54,1.14,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,2880000000.0
2024-05-03,0.0,0.0,0.0,0.0,0.0,0.54,1.14,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,2880000000.0
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.54,1.14,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,2880000000.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.49,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1399999999999997,2880000000.0
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.49,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1399999999999997,2880000000.0
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.49,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1399999999999997,2880000000.0
2024-04-28,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.49,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1399999999999997,2880000000.0
2024-04-27,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.49,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1399999999999997,2880000000.0
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.49,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1399999999999997,2880000000.0
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,2880000000.0
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.49,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1399999999999997,2880000000.0
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.57,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,2880000000.0
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.47,1.08,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,2880000000.0
2024-04-21,0.0,0.0,0.0,0.0,0.0,0.47,1.08,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,2880000000.0
2024-04-20,0.0,0.0,0.0,0.0,0.0,0.47,1.08,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,2880000000.0
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.47,1.08,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,2880000000.0
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.47,1.08,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,2880000000.0
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.47,1.08,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,2880000000.0
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.47,1.08,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,2880000000.0
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.47,1.08,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,2880000000.0
2024-04-14,0.0,0.0,0.0,0.0,0.0,0.52,1.08,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,2880000000.0
2024-04-13,0.0,0.0,0.0,0.0,0.0,0.52,1.08,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,2880000000.0
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.52,1.08,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,2880000000.0
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.48,1.08,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,2880000000.0
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.48,1.08,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,2880000000.0
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.48,1.08,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,2880000000.0
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.48,1.08,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,2880000000.0
2024-04-07,0.0,0.0,0.0,0.0,0.0,0.48,1.08,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,2880000000.0
2024-04-06,0.0,0.0,0.0,0.0,0.0,0.48,1.08,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,2880000000.0
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.48,1.08,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,2880000000.0
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.48,1.08,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0700000000000003,2880000000.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.87,1.08,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,2880000000.0
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.99,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,2880000000.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.99,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,2880000000.0
2024-03-31,0.0,0.0,0.0,0.0,0.0,0.99,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,3770000000.0
2024-03-30,0.0,0.0,0.0,0.0,0.0,0.99,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,3770000000.0
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.99,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,3770000000.0
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.99,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,3770000000.0
2024-03-27,0.0,0.0,0.0,0.0,0.0,1.02,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,3770000000.0
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3770000000.0
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3770000000.0
2024-03-24,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3770000000.0
2024-03-23,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3770000000.0
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3770000000.0
2024-03-21,0.0,0.0,0.0,0.0,0.0,1.08,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3770000000.0
2024-03-20,0.0,0.0,0.0,0.0,0.0,1.08,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3770000000.0
2024-03-19,0.0,0.0,0.0,0.0,0.0,1.08,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,3770000000.0
