,TNWE6LERP1CI9IDAZB80,70DNWEAINTGFO4DMV441,54930030NRYV5EVS2N02,549300DCU7KOL83B3B08,549300RHSQCH106OWF77,549300SHI4D0QGWI8X45,549300RZS21MS2DKVC77,549300C4RWHVOOSD9T96,6BS8JLEICI3VGJ264L55,2138001GBION41P49M96,2138005A64T9BK11SV48,5493005Q2J4SQ04HVT95,213800LW6586WAWHGO96,549300ARVD4LVNCUBN81,549300GC5MDF1KXYMP06,549300EJ1ZB4YYIOMD56,0M6M8M9HXLW8D3AU0N32,-096-,Total,Market_capitalization
2024-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,1350000000.0
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,1350000000.0
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,1350000000.0
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,1350000000.0
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,1350000000.0
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,1350000000.0
2024-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,1350000000.0
2024-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,1350000000.0
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,1350000000.0
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1350000000.0
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1350000000.0
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1350000000.0
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1350000000.0
2024-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1350000000.0
2024-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1350000000.0
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1350000000.0
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1350000000.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1350000000.0
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1350000000.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1350000000.0
2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1350000000.0
2024-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1350000000.0
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1350000000.0
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1350000000.0
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1350000000.0
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.68,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,1350000000.0
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.77,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,1350000000.0
2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.77,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,1350000000.0
2024-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.77,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,1350000000.0
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.77,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,1350000000.0
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.77,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,1350000000.0
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.77,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,1350000000.0
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.77,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,1350000000.0
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.88,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,1350000000.0
2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.88,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,1350000000.0
2024-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.88,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,1350000000.0
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.88,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,1350000000.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.88,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,1350000000.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.88,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,1350000000.0
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.88,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,1350000000.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.88,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,1350000000.0
2024-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.96,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0700000000000003,1350000000.0
2024-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.96,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0700000000000003,1350000000.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.96,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0700000000000003,1350000000.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.96,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0700000000000003,1350000000.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.96,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0700000000000003,1350000000.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.96,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0700000000000003,1350000000.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.96,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0700000000000003,1350000000.0
2024-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.08,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1900000000000004,1350000000.0
2024-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.08,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1900000000000004,1350000000.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.08,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1900000000000004,1350000000.0
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.08,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1900000000000004,1350000000.0
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.08,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1900000000000004,1350000000.0
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.12,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2300000000000004,1350000000.0
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.12,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2300000000000004,1350000000.0
2024-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.12,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2300000000000004,1350000000.0
2024-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.12,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2300000000000004,1350000000.0
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.12,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2300000000000004,1350000000.0
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.12,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2600000000000002,1350000000.0
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.12,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2600000000000002,1350000000.0
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.12,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2600000000000002,1350000000.0
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.12,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2100000000000004,1350000000.0
2024-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.12,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2100000000000004,1350000000.0
2024-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.12,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2100000000000004,1350000000.0
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.12,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2100000000000004,1350000000.0
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.12,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2500000000000004,1350000000.0
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.03,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,1350000000.0
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,1.03,0.7,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,3.29,1350000000.0
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,1.03,0.7,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,3.29,1350000000.0
2024-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.03,0.7,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,3.25,1350000000.0
2024-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.03,0.7,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,3.25,1350000000.0
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.03,0.7,0.0,0.0,0.33,0.49,0.0,0.0,0.0,0.0,3.74,1350000000.0
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.03,0.69,0.0,0.0,0.63,0.49,0.0,0.0,0.0,0.0,4.029999999999999,1350000000.0
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.97,0.69,0.0,0.0,0.63,0.49,0.0,0.0,0.0,0.0,3.9699999999999998,1350000000.0
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.97,0.69,0.0,0.0,0.63,0.51,0.0,0.0,0.0,0.0,3.99,1350000000.0
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.7,0.0,0.0,0.63,0.51,0.0,0.0,0.0,0.0,4.029999999999999,1350000000.0
2024-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.69,0.0,0.0,0.7,0.51,0.0,0.0,0.0,0.0,4.09,1350000000.0
2024-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.69,0.0,0.0,0.7,0.51,0.0,0.0,0.0,0.0,4.09,1350000000.0
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.69,0.0,0.0,0.7,0.51,0.0,0.0,0.0,0.0,4.09,1350000000.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.69,0.0,0.0,0.7,0.51,0.0,0.0,0.0,0.0,4.09,1350000000.0
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.69,0.0,0.0,0.7,0.51,0.0,0.0,0.0,0.0,4.09,1350000000.0
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.69,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.58,1350000000.0
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.69,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.58,1350000000.0
2024-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.69,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.58,1350000000.0
2024-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.69,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.58,1350000000.0
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.69,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.58,1350000000.0
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.59,1350000000.0
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.59,1350000000.0
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.59,1350000000.0
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.59,1350000000.0
2024-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.69,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.58,1350000000.0
2024-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.69,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.58,1350000000.0
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.69,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.58,1350000000.0
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.0,0.69,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.58,1350000000.0
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.97,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.5600000000000005,1350000000.0
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.8,0.69,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.38,1350000000.0
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.8,0.72,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.41,1350000000.0
2024-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.8,0.72,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,3.32,1350000000.0
2024-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.8,0.72,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,3.32,1350000000.0
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.8,0.72,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,3.32,1350000000.0
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.8,0.72,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,3.32,1350000000.0
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.8,0.72,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,3.24,1350000000.0
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,1350000000.0
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,1350000000.0
2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.72,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,1350000000.0
2024-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.72,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,1350000000.0
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.72,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,1350000000.0
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.72,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,1350000000.0
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.72,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,1350000000.0
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.6,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1350000000.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.6,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1350000000.0
2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.6,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1350000000.0
2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.6,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1350000000.0
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.6,0.61,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,2.73,1350000000.0
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.6,0.61,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,2.73,1350000000.0
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.6,0.61,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,2.73,1350000000.0
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.61,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,1350000000.0
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.61,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,1350000000.0
2023-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.61,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,1350000000.0
2023-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.61,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,1350000000.0
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.61,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,1350000000.0
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.61,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.7199999999999998,1350000000.0
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.61,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.7199999999999998,1350000000.0
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.61,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.7199999999999998,1350000000.0
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.61,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.7199999999999998,1350000000.0
2023-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2199999999999998,1350000000.0
2023-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2199999999999998,1350000000.0
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2199999999999998,1350000000.0
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.61,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,1350000000.0
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.61,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,1350000000.0
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.62,0.61,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,1350000000.0
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.62,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,1350000000.0
2023-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.62,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,1350000000.0
2023-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.62,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,1350000000.0
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.62,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,1350000000.0
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.62,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,1350000000.0
2023-12-06,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.95,0.62,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6599999999999997,1350000000.0
2023-12-05,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.95,0.62,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6599999999999997,1350000000.0
2023-12-04,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.95,0.62,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6599999999999997,1350000000.0
2023-12-03,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.95,0.62,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,1350000000.0
2023-12-02,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.95,0.62,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,1350000000.0
2023-12-01,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.95,0.62,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,1350000000.0
2023-11-30,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.89,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,1350000000.0
2023-11-29,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.89,0.42,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4699999999999998,1350000000.0
2023-11-28,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.89,0.42,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,1350000000.0
2023-11-27,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.89,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,1350000000.0
2023-11-26,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.89,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,1350000000.0
2023-11-25,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.89,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,1350000000.0
2023-11-24,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.89,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,1350000000.0
