,<05,<1,<2,<5,>=5,GB,Market_capitalization,NL,US,Total
2025-04-28,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-27,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-26,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-25,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-24,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-23,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-22,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-21,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-20,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-19,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-18,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-17,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-16,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-15,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-14,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-13,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-12,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-11,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-10,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-09,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-08,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-04-07,1,2,0,0,0,0.0,20480000000.0,0.33,0.03,0.36
2025-04-06,1,2,0,0,0,0.0,20480000000.0,0.33,0.03,0.36
2025-04-05,1,2,0,0,0,0.0,20480000000.0,0.33,0.03,0.36
2025-04-04,1,2,0,0,0,0.0,20480000000.0,0.33,0.03,0.36
2025-04-03,1,2,0,0,0,0.0,20480000000.0,0.33,0.03,0.36
2025-04-02,1,2,0,0,0,0.0,20480000000.0,0.33,0.03,0.36
2025-04-01,1,2,0,0,0,0.0,20480000000.0,0.33,0.03,0.36
2025-03-31,1,2,0,0,0,0.0,20480000000.0,0.33,0.03,0.36
2025-03-30,1,2,0,0,0,0.0,20480000000.0,0.33,0.03,0.36
2025-03-29,1,2,0,0,0,0.0,20480000000.0,0.33,0.03,0.36
2025-03-28,1,2,0,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-03-27,1,2,0,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-03-26,1,2,0,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-03-25,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-03-24,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-03-23,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-03-22,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-03-21,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-03-20,1,1,1,0,0,0.03,20480000000.0,0.33,0.03,0.39
2025-03-19,1,2,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-18,1,2,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-17,1,2,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-16,1,2,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-15,1,2,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-14,1,2,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-13,1,2,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-12,1,2,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-11,2,1,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-10,1,2,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-09,1,2,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-08,1,2,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-07,1,2,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-06,1,2,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-05,1,2,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-04,1,2,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-03,1,2,0,0,0,0.03,20480000000.0,0.27,0.0,0.30000000000000004
2025-03-02,1,2,0,0,0,0.04,20480000000.0,0.27,0.0,0.31
2025-03-01,1,2,0,0,0,0.04,20480000000.0,0.27,0.0,0.31
2025-02-28,1,2,0,0,0,0.04,20480000000.0,0.27,0.0,0.31
2025-02-27,1,2,0,0,0,0.04,20480000000.0,0.27,0.0,0.31
2025-02-26,1,2,0,0,0,0.04,20480000000.0,0.27,0.0,0.31
2025-02-25,1,2,0,0,0,0.04,20480000000.0,0.27,0.0,0.31
2025-02-24,1,2,0,0,0,0.04,20480000000.0,0.27,0.0,0.31
2025-02-23,1,2,0,0,0,0.04,20480000000.0,0.27,0.0,0.31
2025-02-22,1,2,0,0,0,0.04,20480000000.0,0.27,0.0,0.31
2025-02-21,1,2,0,0,0,0.04,20480000000.0,0.27,0.0,0.31
2025-02-20,1,2,0,0,0,0.04,20480000000.0,0.27,0.0,0.31
2025-02-19,1,2,0,0,0,0.04,20480000000.0,0.27,0.0,0.31
2025-02-18,1,2,0,0,0,0.04,20480000000.0,0.27,0.0,0.31
2025-02-17,1,1,1,0,0,0.04,20480000000.0,0.27,0.03,0.33999999999999997
2025-02-16,1,1,1,0,0,0.04,20480000000.0,0.27,0.03,0.33999999999999997
2025-02-15,1,1,1,0,0,0.04,20480000000.0,0.27,0.03,0.33999999999999997
2025-02-14,1,1,1,0,0,0.04,20480000000.0,0.27,0.03,0.33999999999999997
2025-02-13,1,1,1,0,0,0.04,20480000000.0,0.27,0.03,0.33999999999999997
2025-02-12,1,1,1,0,0,0.04,20480000000.0,0.27,0.03,0.33999999999999997
2025-02-11,1,1,1,0,0,0.04,20480000000.0,0.27,0.03,0.33999999999999997
2025-02-10,1,0,2,0,0,0.25,20480000000.0,0.27,0.03,0.55
2025-02-09,1,0,2,0,0,0.25,20480000000.0,0.27,0.03,0.55
2025-02-08,1,0,2,0,0,0.25,20480000000.0,0.27,0.03,0.55
2025-02-07,1,0,2,0,0,0.25,20480000000.0,0.27,0.03,0.55
2025-02-06,1,0,2,0,0,0.25,20480000000.0,0.27,0.03,0.55
2025-02-05,1,0,2,0,0,0.26,20480000000.0,0.27,0.03,0.56
2025-02-04,1,0,2,0,0,0.26,20480000000.0,0.27,0.03,0.56
2025-02-03,1,1,1,0,0,0.26,20480000000.0,0.27,0.0,0.53
2025-02-02,1,1,1,0,0,0.26,20480000000.0,0.27,0.0,0.53
2025-02-01,1,1,1,0,0,0.26,20480000000.0,0.27,0.0,0.53
2025-01-31,1,1,1,0,0,0.26,20480000000.0,0.27,0.0,0.53
2025-01-30,1,1,1,0,0,0.26,20480000000.0,0.27,0.0,0.53
2025-01-29,1,1,1,0,0,0.26,20480000000.0,0.27,0.0,0.53
2025-01-28,1,2,0,0,0,0.04,20480000000.0,0.27,0.0,0.31
2025-01-27,1,2,0,0,0,0.04,20480000000.0,0.27,0.0,0.31
2025-01-26,1,2,0,0,0,0.05,20480000000.0,0.27,0.0,0.32
2025-01-25,1,2,0,0,0,0.05,20480000000.0,0.27,0.0,0.32
2025-01-24,1,2,0,0,0,0.05,20480000000.0,0.27,0.0,0.32
2025-01-23,1,1,1,0,0,0.05,20480000000.0,0.27,0.21,0.53
2025-01-22,1,1,1,0,0,0.05,20480000000.0,0.27,0.21,0.53
2025-01-21,1,1,1,0,0,0.05,20480000000.0,0.27,0.21,0.53
2025-01-20,1,1,1,0,0,0.05,20480000000.0,0.27,0.22,0.54
2025-01-19,1,1,1,0,0,0.05,20480000000.0,0.27,0.21,0.53
2025-01-18,1,1,1,0,0,0.05,20480000000.0,0.27,0.21,0.53
2025-01-17,1,1,1,0,0,0.05,20480000000.0,0.27,0.21,0.53
2025-01-16,1,1,1,0,0,0.05,20480000000.0,0.27,0.24,0.56
2025-01-15,1,1,1,0,0,0.26,20480000000.0,0.27,0.24,0.77
2025-01-14,1,1,1,0,0,0.26,20480000000.0,0.27,0.24,0.77
2025-01-13,1,1,1,0,0,0.26,20480000000.0,0.27,0.27,0.8
2025-01-12,1,1,1,0,0,0.27,20480000000.0,0.27,0.27,0.81
2025-01-11,1,1,1,0,0,0.27,20480000000.0,0.27,0.27,0.81
2025-01-10,1,1,1,0,0,0.27,20480000000.0,0.27,0.27,0.81
2025-01-09,1,1,1,0,0,0.27,20480000000.0,0.27,0.27,0.81
2025-01-08,1,1,1,0,0,0.27,20480000000.0,0.27,0.27,0.81
2025-01-07,1,0,2,0,0,0.27,20480000000.0,0.27,0.27,0.81
2025-01-06,1,0,2,0,0,0.27,20480000000.0,0.27,0.27,0.81
2025-01-05,1,0,2,0,0,0.28,20480000000.0,0.24,0.27,0.79
2025-01-04,1,0,2,0,0,0.28,20480000000.0,0.24,0.27,0.79
2025-01-03,1,0,2,0,0,0.28,20480000000.0,0.24,0.27,0.79
2025-01-02,1,0,2,0,0,0.28,20480000000.0,0.0,0.27,0.55
2025-01-01,1,0,2,0,0,0.28,20480000000.0,0.0,0.27,0.55
2024-12-31,1,0,2,0,0,0.28,20480000000.0,0.0,0.29,0.5700000000000001
2024-12-30,1,0,2,0,0,0.28,20480000000.0,0.0,0.29,0.5700000000000001
2024-12-29,1,0,2,0,0,0.28,20480000000.0,0.0,0.29,0.5700000000000001
2024-12-28,1,0,2,0,0,0.28,20480000000.0,0.0,0.29,0.5700000000000001
2024-12-27,1,0,2,0,0,0.28,20480000000.0,0.0,0.29,0.5700000000000001
2024-12-26,1,0,2,0,0,0.28,20480000000.0,0.0,0.27,0.55
2024-12-25,1,0,2,0,0,0.28,20480000000.0,0.0,0.27,0.55
2024-12-24,1,0,2,0,0,0.28,20480000000.0,0.0,0.27,0.55
2024-12-23,1,0,2,0,0,0.28,20480000000.0,0.0,0.27,0.55
2024-12-22,1,0,2,0,0,0.28,20480000000.0,0.0,0.27,0.55
2024-12-21,1,0,2,0,0,0.28,20480000000.0,0.0,0.27,0.55
2024-12-20,1,0,2,0,0,0.28,20480000000.0,0.0,0.27,0.55
2024-12-19,1,0,2,0,0,0.28,20480000000.0,0.0,0.27,0.55
2024-12-18,1,1,1,0,0,0.06,20480000000.0,0.0,0.27,0.33
2024-12-17,1,1,1,0,0,0.06,20480000000.0,0.0,0.27,0.33
2024-12-16,1,1,1,0,0,0.06,20480000000.0,0.0,0.24,0.3
2024-12-15,1,1,1,0,0,0.06,20480000000.0,0.0,0.24,0.3
2024-12-14,1,1,1,0,0,0.06,20480000000.0,0.0,0.24,0.3
2024-12-13,1,1,1,0,0,0.06,20480000000.0,0.0,0.24,0.3
2024-12-12,1,1,1,0,0,0.06,20480000000.0,0.0,0.24,0.3
2024-12-11,1,1,1,0,0,0.06,20480000000.0,0.0,0.24,0.3
2024-12-10,1,1,1,0,0,0.06,20480000000.0,0.0,0.24,0.3
2024-12-09,1,1,1,0,0,0.06,20480000000.0,0.0,0.24,0.3
2024-12-08,1,1,1,0,0,0.06,20480000000.0,0.0,0.24,0.3
2024-12-07,1,1,1,0,0,0.06,20480000000.0,0.0,0.24,0.3
2024-12-06,1,1,1,0,0,0.06,20480000000.0,0.0,0.24,0.3
2024-12-05,1,0,2,0,0,0.27,20480000000.0,0.0,0.26,0.53
2024-12-04,1,0,2,0,0,0.27,20480000000.0,0.0,0.26,0.53
2024-12-03,1,1,1,0,0,0.27,20480000000.0,0.0,0.22,0.49
2024-12-02,1,0,2,0,0,0.27,20480000000.0,0.0,0.22,0.49
2024-12-01,1,0,2,0,0,0.27,20480000000.0,0.0,0.22,0.49
2024-11-30,1,0,2,0,0,0.27,20480000000.0,0.0,0.22,0.49
2024-11-29,1,0,2,0,0,0.27,20480000000.0,0.0,0.24,0.51
2024-11-28,1,1,1,0,0,0.27,20480000000.0,0.0,0.02,0.29000000000000004
2024-11-27,1,1,1,0,0,0.27,20480000000.0,0.0,0.02,0.29000000000000004
2024-11-26,1,1,1,0,0,0.27,20480000000.0,0.0,0.03,0.30000000000000004
2024-11-25,2,0,1,0,0,0.05,20480000000.0,0.0,0.03,0.08
2024-11-24,2,0,1,0,0,0.05,20480000000.0,0.0,0.03,0.08
2024-11-23,2,0,1,0,0,0.05,20480000000.0,0.0,0.03,0.08
2024-11-22,2,0,1,0,0,0.05,20480000000.0,0.0,0.03,0.08
2024-11-21,2,0,1,0,0,0.05,20480000000.0,0.0,0.03,0.08
2024-11-20,2,1,0,0,0,0.05,20480000000.0,0.0,0.0,0.05
2024-11-19,2,1,0,0,0,0.04,20480000000.0,0.0,0.0,0.04
2024-11-18,1,2,0,0,0,0.04,20480000000.0,0.0,0.27,0.31
2024-11-17,1,2,0,0,0,0.04,20480000000.0,0.0,0.27,0.31
2024-11-16,1,2,0,0,0,0.04,20480000000.0,0.0,0.27,0.31
2024-11-15,1,2,0,0,0,0.04,20480000000.0,0.0,0.27,0.31
2024-11-14,1,2,0,0,0,0.04,20480000000.0,0.0,0.27,0.31
2024-11-13,1,2,0,0,0,0.04,20480000000.0,0.0,0.27,0.31
2024-11-12,1,2,0,0,0,0.04,20480000000.0,0.0,0.27,0.31
2024-11-11,1,2,0,0,0,0.04,20480000000.0,0.0,0.27,0.31
2024-11-10,1,2,0,0,0,0.04,20480000000.0,0.0,0.27,0.31
2024-11-09,1,2,0,0,0,0.04,20480000000.0,0.0,0.27,0.31
2024-11-08,1,2,0,0,0,0.04,20480000000.0,0.0,0.27,0.31
2024-11-07,1,2,0,0,0,0.04,20480000000.0,0.0,0.27,0.31
2024-11-06,1,2,0,0,0,0.04,20480000000.0,0.0,0.27,0.31
2024-11-05,1,1,1,0,0,0.04,20480000000.0,0.0,0.29,0.32999999999999996
2024-11-04,1,1,1,0,0,0.04,20480000000.0,0.0,0.29,0.32999999999999996
2024-11-03,1,1,1,0,0,0.04,20480000000.0,0.0,0.29,0.32999999999999996
2024-11-02,1,1,1,0,0,0.04,20480000000.0,0.0,0.29,0.32999999999999996
2024-11-01,1,1,1,0,0,0.04,20480000000.0,0.0,0.29,0.32999999999999996
2024-10-31,1,1,1,0,0,0.03,20480000000.0,0.0,0.29,0.31999999999999995
2024-10-30,1,1,1,0,0,0.03,20480000000.0,0.0,0.29,0.31999999999999995
2024-10-29,1,1,1,0,0,0.03,20480000000.0,0.0,0.29,0.31999999999999995
