,-unknown-,<05,<1,<2,<5,>=5,CA,CH,FR,GB,IE,IT,Market_capitalization,NL,US,Total
2023-08-19,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
2023-08-18,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
2023-08-17,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
2023-08-16,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
2023-08-15,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
2023-08-14,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
2023-08-13,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
2023-08-12,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
2023-08-11,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
2023-08-10,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
2023-08-09,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
2023-08-08,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
2023-08-07,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
2023-08-06,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
2023-08-05,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
2023-08-04,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
2023-08-03,0.04,15,6,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-08-02,0.04,15,6,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-08-01,0.04,15,6,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-07-31,0.04,15,6,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-07-30,0.04,15,6,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-07-29,0.04,15,6,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-07-28,0.04,15,6,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-07-27,0.04,15,6,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-07-26,0.04,15,6,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-07-25,0.04,15,6,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-07-24,0.04,15,6,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-07-23,0.04,15,6,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-07-22,0.04,14,7,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-07-21,0.04,14,7,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-07-20,0.04,14,7,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-07-19,0.04,14,7,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-07-18,0.04,14,7,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.05,0.41
2023-07-17,0.04,14,7,0,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.06,0.42
2023-07-16,0.04,14,6,1,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.06,0.42
2023-07-15,0.04,14,6,1,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.06,0.42
2023-07-14,0.04,14,6,1,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.06,0.42
2023-07-13,0.04,14,6,1,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.06,0.42
2023-07-12,0.04,14,6,1,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.06,0.42
2023-07-11,0.04,14,6,1,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.06,0.42
2023-07-10,0.04,14,6,1,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.06,0.42
2023-07-09,0.04,15,5,1,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.06,0.42
2023-07-08,0.04,15,5,1,3,0,0.11,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.06,0.42
2023-07-07,0.04,15,5,1,3,0,0.12,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.06,0.43
2023-07-06,0.04,15,5,1,3,0,0.12,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.06,0.43
2023-07-05,0.04,15,5,1,3,0,0.12,0.0,0.0,0.1,0.0,0.0,61330580000.0,0.11,0.06,0.43
2023-07-04,0.04,15,5,1,3,0,0.12,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.06,0.6100000000000001
2023-07-03,0.04,15,5,1,3,0,0.12,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.06,0.6100000000000001
2023-07-02,0.04,15,5,1,3,0,0.12,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.06,0.6100000000000001
2023-07-01,0.04,15,5,1,3,0,0.12,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.06,0.6100000000000001
2023-06-30,0.04,15,5,1,3,0,0.12,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.06,0.6100000000000001
2023-06-29,0.04,14,6,1,3,0,0.12,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.06,0.6499999999999999
2023-06-28,0.04,14,6,1,3,0,0.12,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.06,0.6499999999999999
2023-06-27,0.04,14,6,1,3,0,0.12,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.06,0.6499999999999999
2023-06-26,0.04,14,6,1,3,0,0.12,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.06,0.6499999999999999
2023-06-25,0.04,14,6,1,3,0,0.12,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.06,0.6499999999999999
2023-06-24,0.04,14,6,1,3,0,0.12,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.06,0.6499999999999999
2023-06-23,0.04,14,6,1,3,0,0.12,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.06,0.6499999999999999
2023-06-22,0.04,14,6,1,3,0,0.12,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.06,0.6499999999999999
2023-06-21,0.04,14,6,1,3,0,0.12,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.06,0.6499999999999999
2023-06-20,0.04,14,6,1,3,0,0.12,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.06,0.6499999999999999
2023-06-19,0.04,15,5,1,3,0,0.08,0.0,0.0,0.36,0.0,0.0,61330580000.0,0.12,0.06,0.6599999999999999
2023-06-18,0.04,15,5,1,3,0,0.08,0.0,0.0,0.36,0.0,0.0,61330580000.0,0.12,0.06,0.6599999999999999
2023-06-17,0.04,15,5,1,3,0,0.08,0.0,0.0,0.36,0.0,0.0,61330580000.0,0.12,0.06,0.6599999999999999
2023-06-16,0.04,15,5,1,3,0,0.08,0.0,0.0,0.36,0.0,0.0,61330580000.0,0.12,0.06,0.6599999999999999
2023-06-15,0.04,16,3,2,3,0,0.08,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.12,0.06,0.6300000000000001
2023-06-14,0.04,16,3,2,3,0,0.08,0.0,0.0,0.34,0.0,0.0,61330580000.0,0.12,0.07,0.6500000000000001
2023-06-13,0.04,16,4,1,3,0,0.08,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.12,0.07,0.6400000000000001
2023-06-12,0.04,16,4,1,3,0,0.08,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.12,0.07,0.6400000000000001
2023-06-11,0.04,16,4,1,3,0,0.08,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.12,0.07,0.6400000000000001
2023-06-10,0.04,16,4,1,3,0,0.08,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.12,0.07,0.6400000000000001
2023-06-09,0.04,16,4,1,3,0,0.08,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.12,0.07,0.6400000000000001
2023-06-08,0.04,16,4,1,3,0,0.08,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.12,0.07,0.6400000000000001
2023-06-07,0.04,16,4,1,3,0,0.08,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.12,0.08,0.65
2023-06-06,0.04,16,4,1,3,0,0.08,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.12,0.08,0.65
2023-06-05,0.04,16,4,1,3,0,0.08,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.12,0.08,0.65
2023-06-04,0.04,16,4,1,3,0,0.08,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.12,0.08,0.65
2023-06-03,0.04,16,4,1,3,0,0.08,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.12,0.08,0.65
2023-06-02,0.04,16,4,1,3,0,0.08,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.12,0.08,0.65
2023-06-01,0.04,16,4,1,3,0,0.08,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.12,0.08,0.65
2023-05-31,0.04,16,3,2,3,0,0.08,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.11,0.08,0.64
2023-05-30,0.11,15,3,3,3,0,0.08,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.11,0.08,0.71
2023-05-29,0.11,14,4,3,3,0,0.19,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.11,0.08,0.82
2023-05-28,0.1,14,4,3,3,0,0.19,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.11,0.06,0.79
2023-05-27,0.1,14,4,3,3,0,0.19,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.11,0.06,0.79
2023-05-26,0.1,14,4,3,3,0,0.19,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.11,0.06,0.79
2023-05-25,0.06,14,4,3,3,0,0.19,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.11,0.06,0.75
2023-05-24,0.06,14,4,3,3,0,0.19,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.11,0.06,0.75
2023-05-23,0.06,14,4,3,3,0,0.19,0.0,0.0,0.33,0.0,0.0,61330580000.0,0.11,0.06,0.75
2023-05-22,0.06,14,4,3,3,0,0.2,0.0,0.0,0.34,0.0,0.0,61330580000.0,0.11,0.07,0.78
2023-05-21,0.06,14,4,3,3,0,0.2,0.0,0.0,0.35,0.0,0.0,61330580000.0,0.11,0.07,0.79
2023-05-20,0.06,14,4,3,3,0,0.2,0.0,0.0,0.35,0.0,0.0,61330580000.0,0.11,0.07,0.79
2023-05-19,0.06,14,4,3,3,0,0.2,0.0,0.0,0.35,0.0,0.0,61330580000.0,0.11,0.07,0.79
2023-05-18,0.06,13,5,3,3,0,0.2,0.0,0.0,0.35,0.0,0.0,61330580000.0,0.11,0.08,0.7999999999999999
2023-05-17,0.06,13,6,2,3,0,0.2,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.08,0.77
2023-05-16,0.06,13,6,2,3,0,0.2,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.05,0.7400000000000001
2023-05-15,0.07,13,6,2,3,0,0.2,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.05,0.7500000000000001
2023-05-14,0.07,13,6,2,3,0,0.2,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.05,0.7500000000000001
2023-05-13,0.07,13,6,2,3,0,0.2,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.05,0.7500000000000001
2023-05-12,0.07,13,6,2,3,0,0.2,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.05,0.7500000000000001
2023-05-11,0.07,13,6,2,3,0,0.2,0.0,0.0,0.31,0.0,0.0,61330580000.0,0.11,0.05,0.7400000000000001
2023-05-10,0.07,13,6,2,3,0,0.2,0.0,0.0,0.31,0.0,0.0,61330580000.0,0.11,0.05,0.7400000000000001
2023-05-09,0.07,14,5,2,3,0,0.2,0.0,0.0,0.29,0.0,0.0,61330580000.0,0.11,0.04,0.7100000000000001
2023-05-08,0.07,14,5,2,3,0,0.2,0.0,0.0,0.29,0.0,0.0,61330580000.0,0.11,0.04,0.7100000000000001
2023-05-07,0.07,14,5,2,3,0,0.2,0.0,0.0,0.29,0.0,0.0,61330580000.0,0.11,0.04,0.7100000000000001
