,-unknown-,<05,<1,<2,<5,>=5,AE,CA,FR,GB,HK,IE,JE,KY,Market_capitalization,NL,US,Total
2024-04-22,0.02,1,6,3,1,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.09,0.24
2024-04-21,0.02,1,5,4,1,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.09,0.24
2024-04-20,0.02,1,5,4,1,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.09,0.24
2024-04-19,0.02,1,5,4,1,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.09,0.24
2024-04-18,0.02,1,4,4,1,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.06,0.21
2024-04-17,0.02,2,5,3,1,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.05,0.2
2024-04-16,0.02,2,6,2,1,2,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.05,0.19
2024-04-15,0.02,1,6,3,1,2,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.06,0.19999999999999998
2024-04-14,0.02,1,6,3,1,2,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.04,0.18
2024-04-13,0.02,1,6,3,1,2,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.04,0.18
2024-04-12,0.05,2,6,3,1,2,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.04,0.21
2024-04-11,0.05,2,7,2,1,2,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.03,0.22
2024-04-10,0.03,4,5,2,1,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.03,0.19
2024-04-09,0.03,4,6,1,1,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.03,0.19
2024-04-08,0.03,4,6,1,1,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.03,0.19
2024-04-07,0.03,3,7,1,1,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.04,0.2
2024-04-06,0.03,3,7,1,1,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.04,0.2
2024-04-05,0.03,3,7,1,1,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.04,0.2
2024-04-04,0.03,3,6,2,1,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.04,0.2
2024-04-03,0.03,1,8,2,1,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.04,0.2
2024-04-02,0.03,2,8,2,1,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.03,0.19
2024-04-01,0.03,1,9,3,0,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.03,0.19
2024-03-31,0.05,1,9,3,0,2,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.19999999999999998
2024-03-30,0.05,1,9,3,0,2,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.19999999999999998
2024-03-29,0.05,1,9,3,0,2,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.19999999999999998
2024-03-28,0.05,1,9,3,0,2,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.19999999999999998
2024-03-27,0.0,1,8,3,0,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.16
2024-03-26,0.0,0,9,3,0,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.16
2024-03-25,0.0,0,9,3,0,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.16
2024-03-24,0.0,0,9,3,0,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.16
2024-03-23,0.0,0,9,3,0,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.16
2024-03-22,0.0,2,9,3,0,2,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.33999999999999997
2024-03-21,0.0,2,9,3,0,2,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.33999999999999997
2024-03-20,0.0,2,9,3,0,2,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.33999999999999997
2024-03-19,0.0,2,9,3,0,2,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.33999999999999997
2024-03-18,0.0,2,9,3,0,2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.32999999999999996
2024-03-17,0.0,3,9,2,0,2,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.31999999999999995
2024-03-16,0.0,3,9,2,0,2,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.31999999999999995
2024-03-15,0.0,3,9,2,0,2,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.03,0.31999999999999995
2024-03-14,0.0,0,10,3,1,1,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.02,0.37
2024-03-13,0.0,0,10,3,0,2,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,230461300000.0,0.0,0.02,0.37
2024-03-12,0.0,0,11,2,0,2,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,230461300000.0,0.02,0.01,0.38
2024-03-11,0.0,0,11,2,0,2,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,230461300000.0,0.02,0.01,0.38
2024-03-10,0.0,0,11,2,0,2,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,230461300000.0,0.02,0.01,0.38
2024-03-09,0.0,0,11,2,0,2,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,230461300000.0,0.02,0.01,0.38
2024-03-08,0.0,0,11,2,0,2,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,230461300000.0,0.02,0.01,0.38
2024-03-07,0.0,0,11,2,0,2,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,230461300000.0,0.02,0.01,0.38
2024-03-06,0.0,0,9,2,0,2,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,230461300000.0,0.02,0.01,0.39
2024-03-05,0.0,0,9,2,1,1,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,230461300000.0,0.02,0.01,0.44
2024-03-04,0.0,0,7,4,1,1,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,230461300000.0,0.03,0.01,0.47
2024-03-03,0.0,0,7,4,1,1,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,230461300000.0,0.03,0.02,0.48
2024-03-02,0.0,0,7,4,1,1,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,230461300000.0,0.03,0.02,0.48
2024-03-01,0.0,0,7,4,1,1,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,230461300000.0,0.03,0.02,0.48
2024-02-29,0.0,0,7,4,0,2,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.48
2024-02-28,0.02,0,7,3,2,1,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.5
2024-02-27,0.02,0,7,3,1,2,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.5
2024-02-26,0.02,0,7,3,2,1,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.5
2024-02-25,0.02,0,7,3,2,1,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.5
2024-02-24,0.02,0,7,3,2,1,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.5
2024-02-23,0.02,0,7,3,2,1,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.5
2024-02-22,0.02,0,6,3,2,1,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.51
2024-02-21,0.02,0,6,3,2,1,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.49
2024-02-20,0.02,0,6,3,2,1,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.49
2024-02-19,0.02,1,6,3,2,1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.5700000000000001
2024-02-18,0.02,1,5,3,2,1,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.55
2024-02-17,0.02,1,5,3,2,1,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.55
2024-02-16,0.02,1,5,3,2,1,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.55
2024-02-15,0.02,1,5,3,2,1,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.56
2024-02-14,0.0,1,5,4,1,1,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.54
2024-02-13,0.0,1,5,4,1,1,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.53
2024-02-12,0.0,1,5,4,1,1,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.53
2024-02-11,0.0,0,6,4,1,1,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.54
2024-02-10,0.0,0,6,4,1,1,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.54
2024-02-09,0.0,0,6,4,1,1,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.54
2024-02-08,0.0,0,4,4,1,1,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.31000000000000005
2024-02-07,0.0,0,4,4,1,1,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.02,0.31000000000000005
2024-02-06,0.0,0,4,4,1,1,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.30000000000000004
2024-02-05,0.0,0,5,3,1,1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.29000000000000004
2024-02-04,0.0,0,4,3,1,1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.13
2024-02-03,0.0,0,4,3,1,1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.13
2024-02-02,0.0,1,4,3,1,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.06,0.19
2024-02-01,0.0,1,4,3,1,1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.06,0.16
2024-01-31,0.0,1,4,3,1,1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.06,0.16
2024-01-30,0.0,1,4,3,1,1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.06,0.16
2024-01-29,0.0,1,4,3,1,1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.06,0.16
2024-01-28,0.0,1,4,3,1,1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.06,0.16
2024-01-27,0.0,1,4,3,1,1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.06,0.16
2024-01-26,0.0,1,4,3,1,1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.06,0.16
2024-01-25,0.0,0,4,4,1,1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.06,0.16
2024-01-24,0.0,0,3,4,1,1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.11
2024-01-23,0.0,0,3,4,1,1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.11
2024-01-22,0.0,0,3,4,1,1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.11
2024-01-21,0.0,0,3,4,1,1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.11
2024-01-20,0.0,0,3,4,1,1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.11
2024-01-19,0.0,0,3,4,1,1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.11
2024-01-18,0.0,0,3,4,1,1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.11
2024-01-17,0.0,0,4,3,1,1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2024-01-16,0.0,0,3,4,1,1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2024-01-15,0.0,0,3,4,1,1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2024-01-14,0.0,0,3,4,1,1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2024-01-13,0.0,0,3,4,1,1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2024-01-12,0.0,0,3,4,1,1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2024-01-11,0.0,0,3,4,1,1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2024-01-10,0.0,0,3,4,1,1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2024-01-09,0.0,0,3,4,1,1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2024-01-08,0.0,0,3,4,1,1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2024-01-07,0.0,0,3,4,1,1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2024-01-06,0.0,0,3,4,1,1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2024-01-05,0.0,0,3,4,1,1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2024-01-04,0.0,0,3,4,1,1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2024-01-03,0.0,0,4,3,1,1,0.0,0.01,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2024-01-02,0.0,0,4,3,1,1,0.0,0.01,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2024-01-01,0.0,0,4,3,1,1,0.0,0.01,0.0,0.07,0.0,0.0,0.0,0.0,230571300000.0,0.03,0.01,0.12
2023-12-31,0.0,0,4,3,1,1,0.0,0.01,0.0,0.07,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.12
2023-12-30,0.0,0,4,3,1,1,0.0,0.01,0.0,0.07,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.12
2023-12-29,0.0,0,4,3,1,1,0.0,0.01,0.0,0.07,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.12
2023-12-28,0.0,0,5,2,1,1,0.0,0.01,0.0,0.07,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.12
2023-12-27,0.0,0,5,2,1,1,0.0,0.01,0.0,0.07,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.12
2023-12-26,0.0,1,5,2,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.13
2023-12-25,0.0,1,5,2,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.13
2023-12-24,0.0,1,5,2,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.13
2023-12-23,0.0,1,5,2,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.13
2023-12-22,0.0,1,5,2,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.13
2023-12-21,0.0,1,5,2,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.13
2023-12-20,0.0,1,5,2,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.13
2023-12-19,0.0,1,5,2,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.13
2023-12-18,0.0,0,6,2,1,1,0.0,0.01,0.0,0.09,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.14
2023-12-17,0.0,0,7,1,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.13
2023-12-16,0.0,0,7,1,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.13
2023-12-15,0.0,0,7,1,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.13
2023-12-14,0.0,0,7,1,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.13
2023-12-13,0.0,0,7,1,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.13
2023-12-12,0.0,0,7,1,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.13
2023-12-11,0.0,0,7,1,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.01,0.13
2023-12-10,0.0,0,6,2,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.02,0.13999999999999999
2023-12-09,0.0,0,6,2,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.02,0.13999999999999999
2023-12-08,0.0,0,6,2,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.02,0.13999999999999999
2023-12-07,0.0,0,6,2,1,1,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.02,0.13999999999999999
2023-12-06,0.0,1,6,2,1,1,0.0,0.01,0.0,0.09,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.02,0.15
2023-12-05,0.02,2,5,2,1,1,0.0,0.01,0.0,0.09,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.02,0.16999999999999998
2023-12-04,0.02,2,4,3,1,1,0.0,0.01,0.0,0.09,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.04,0.19
2023-12-03,0.02,1,4,3,2,1,0.0,0.01,0.0,0.13,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.04,0.23
2023-12-02,0.02,1,4,3,2,1,0.0,0.01,0.0,0.13,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.04,0.23
2023-12-01,0.02,1,4,3,2,1,0.0,0.01,0.0,0.13,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.04,0.23
2023-11-30,0.02,1,4,3,2,1,0.0,0.01,0.0,0.13,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.04,0.23
2023-11-29,0.04,1,4,3,1,2,0.0,0.01,0.0,0.13,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.04,0.25
2023-11-28,0.03,0,5,3,1,2,0.0,0.01,0.0,0.13,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.04,0.24000000000000002
2023-11-27,0.03,0,5,3,1,2,0.0,0.01,0.0,0.13,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.04,0.24000000000000002
2023-11-26,0.03,0,5,3,1,2,0.0,0.01,0.0,0.13,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.04,0.24000000000000002
2023-11-25,0.03,0,5,3,1,2,0.0,0.01,0.0,0.13,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.04,0.24000000000000002
2023-11-24,0.03,0,5,3,1,2,0.0,0.01,0.0,0.13,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.04,0.24000000000000002
2023-11-23,0.03,0,5,3,1,2,0.0,0.01,0.0,0.13,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.04,0.24000000000000002
2023-11-22,0.03,0,5,3,1,2,0.0,0.01,0.0,0.13,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.04,0.24000000000000002
2023-11-21,0.02,0,5,3,2,1,0.0,0.01,0.0,0.13,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.04,0.23
2023-11-20,0.02,1,4,4,2,1,0.0,0.01,0.0,0.12,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.1,0.28
2023-11-19,0.02,1,4,4,2,1,0.0,0.01,0.0,0.12,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.1,0.28
2023-11-18,0.02,1,4,4,2,1,0.0,0.01,0.0,0.12,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.1,0.28
2023-11-17,0.02,1,4,4,2,1,0.0,0.01,0.0,0.12,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.1,0.28
2023-11-16,0.02,1,3,4,2,1,0.0,0.01,0.0,0.12,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.1,0.28
2023-11-15,0.02,0,4,4,2,1,0.0,0.01,0.0,0.12,0.0,0.0,0.0,0.0,228518680000.0,0.03,0.1,0.28
2023-11-14,0.02,0,4,4,2,1,0.0,0.01,0.0,0.12,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.1,0.27
2023-11-13,0.03,0,4,4,2,1,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.1,0.27
2023-11-12,0.0,0,5,3,1,2,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.1,0.23
2023-11-11,0.0,0,5,3,1,2,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.1,0.23
2023-11-10,0.0,0,6,3,1,2,0.0,0.01,0.0,0.12,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.1,0.25
2023-11-09,0.02,0,7,2,1,2,0.0,0.01,0.0,0.12,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.08,0.25
2023-11-08,0.02,0,7,2,2,1,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.08,0.24
2023-11-07,0.02,0,7,2,2,1,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.08,0.24
2023-11-06,0.02,0,7,2,2,1,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.09,0.25
2023-11-05,0.02,0,7,1,2,1,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.09,0.24
2023-11-04,0.02,0,8,1,2,1,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.09,0.24
2023-11-03,0.02,0,7,2,2,1,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.1,0.26
2023-11-02,0.02,1,6,2,2,1,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.05,0.21000000000000002
2023-11-01,0.02,1,6,2,2,1,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.04,0.2
2023-10-31,0.02,1,6,1,3,1,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.04,0.2
2023-10-30,0.02,0,7,1,3,1,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.04,0.2
2023-10-29,0.0,0,6,2,3,1,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.05,0.19
2023-10-28,0.0,0,6,2,3,1,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.05,0.19
2023-10-27,0.0,0,6,2,3,1,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,228518680000.0,0.02,0.05,0.19
2023-10-26,0.0,1,6,1,3,1,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,228518680000.0,0.0,0.05,0.16999999999999998
2023-10-25,0.0,1,7,1,3,1,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,228518680000.0,0.0,0.05,0.16999999999999998
2023-10-24,0.0,1,7,3,1,1,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,228518680000.0,0.0,0.05,0.16
2023-10-23,0.0,0,8,3,1,1,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,228518680000.0,0.0,0.05,0.16
2023-10-22,0.0,0,7,3,1,1,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,228518680000.0,0.0,0.05,0.16
2023-10-21,0.0,0,7,3,1,1,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,228518680000.0,0.0,0.05,0.16
2023-10-20,0.0,0,7,3,1,1,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.0,228518680000.0,0.0,0.05,0.18
2023-10-19,0.02,0,6,4,1,1,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.0,228518680000.0,0.0,0.05,0.2
2023-10-18,0.02,0,6,4,1,1,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.0,228518680000.0,0.0,0.05,0.2
2023-10-17,0.02,0,7,3,1,1,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.0,228518680000.0,0.0,0.05,0.2
2023-10-16,0.02,1,7,3,1,1,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.0,228518680000.0,0.0,0.09,0.24000000000000002
2023-10-15,0.02,1,7,3,1,1,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.0,228518680000.0,0.0,0.09,0.24000000000000002
